file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
diamond_safe1.c,lasso,UNKNOWN,Ranking function f(main::x) = -1*main::x + 101; Ranking function f(main::x) = -5*main::x + 497; Ranking function f(main::x) = -6*main::x + 595,Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,1.476s,0.742s,4.850s,371MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/diamond_safe1.c
diamond_safe2.c,lasso,UNKNOWN,"Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 7*main::x - 7*main::__CPAchecker_TMP_0 + 20; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 2*main::x - 2*main::__CPAchecker_TMP_0 + 15; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 7*main::x - 7*main::__CPAchecker_TMP_0 + 20; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 5; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 7*main::x - 7*main::__CPAchecker_TMP_0 + 25; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 6*main::x - 6*main::__CPAchecker_TMP_0 + 25; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 7*main::x - 7*main::__CPAchecker_TMP_0 + 25; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 5; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 7*main::x - 7*main::__CPAchecker_TMP_0 + 20; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 6*main::x - 6*main::__CPAchecker_TMP_0 + 25; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 5*main::x - 8*main::__CPAchecker_TMP_0 + 311; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 5; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 5; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 4*main::x - 4*main::__CPAchecker_TMP_0 + 25; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 5; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 6; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 3*main::x - 3*main::__CPAchecker_TMP_0 + 10; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 6; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4; Ranking function f(main::x, main::__CPAchecker_TMP_0) = 1*main::x - 1*main::__CPAchecker_TMP_0 + 4",Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,9.672s,8.937s,17.110s,606MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/diamond_safe2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/crafted/diamond_safe2.c
eq2.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_2, main::__CPAchecker_TMP_1, main::z, main::w) = 1*main::__CPAchecker_TMP_2 + 1*main::__CPAchecker_TMP_1 - 1*main::z - 1*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 5*main::__CPAchecker_TMP_2 - 1*main::y - 4*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::z) = 2*main::__CPAchecker_TMP_1 - 2*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 1*main::__CPAchecker_TMP_1 - 1*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::z, main::w) = 2*main::__CPAchecker_TMP_1 - 1*main::z - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 2*main::__CPAchecker_TMP_2 - 1*main::y - 1*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 5; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 5*main::__CPAchecker_TMP_1 - 5*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::x) = 2*main::__CPAchecker_TMP_1 - 1*main::y - 1*main::x; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 5*main::__CPAchecker_TMP_2 - 3*main::y - 2*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 4; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::w) = 4*main::__CPAchecker_TMP_1 - 3*main::y - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 4*main::__CPAchecker_TMP_2 - 3*main::y - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 9*main::__CPAchecker_TMP_2 - 4*main::y - 5*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 4; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::w) = 5*main::__CPAchecker_TMP_1 - 3*main::y - 2*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::x) = 5*main::__CPAchecker_TMP_1 - 3*main::y - 2*main::x; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 1*main::__CPAchecker_TMP_1 - 1*main::y + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z, main::x) = 2*main::__CPAchecker_TMP_2 - 1*main::z - 1*main::x; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::z) = 3*main::__CPAchecker_TMP_1 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 5*main::__CPAchecker_TMP_2 - 3*main::y - 2*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::w) = 5*main::__CPAchecker_TMP_1 - 3*main::y - 2*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z, main::x) = 5*main::__CPAchecker_TMP_2 - 3*main::z - 2*main::x; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 1*main::__CPAchecker_TMP_1 - 1*main::y + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::z, main::w) = 4*main::__CPAchecker_TMP_1 - 3*main::z - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::y, main::w) = 2*main::__CPAchecker_TMP_2 - 1*main::y - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z, main::w) = 5*main::__CPAchecker_TMP_2 - 3*main::z - 2*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::w) = 5*main::__CPAchecker_TMP_1 - 3*main::y - 2*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::z, main::w) = 4*main::__CPAchecker_TMP_1 - 3*main::z - 1*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::z) = 3*main::__CPAchecker_TMP_1 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::z) = 3*main::__CPAchecker_TMP_1 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::z, main::w) = 4*main::__CPAchecker_TMP_1 - 3*main::z - 1*main::w; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 4; Ranking function f(main::__CPAchecker_TMP_2, main::z, main::w) = 5*main::__CPAchecker_TMP_2 - 3*main::z - 2*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z, main::x) = 5*main::__CPAchecker_TMP_2 - 3*main::z - 2*main::x; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 1*main::__CPAchecker_TMP_1 - 1*main::y + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y, main::x) = 2*main::__CPAchecker_TMP_1 - 1*main::y - 1*main::x; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 1*main::__CPAchecker_TMP_1 - 1*main::y + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::z, main::w) = 5*main::__CPAchecker_TMP_1 - 3*main::z - 2*main::w; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::y) = 3*main::__CPAchecker_TMP_2 - 3*main::y + 2; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 1*main::__CPAchecker_TMP_2 - 1*main::z + 1; Ranking function f(main::__CPAchecker_TMP_2, main::z) = 3*main::__CPAchecker_TMP_2 - 3*main::z + 2; Ranking function f(main::__CPAchecker_TMP_1, main::y) = 3*main::__CPAchecker_TMP_1 - 3*main::y + 2","Supporting invariants [-3*main::w + 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z > 0, 1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants [-1*main::w - 1*main::z + 2*main::y - 1 >= 0]; Supporting invariants [-1*main::w + 2*main::z - 1*main::y - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-3*main::x + 3*main::y - 2 >= 0]; Supporting invariants [-2*main::w + 5*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z > 0, -1*main::z + 1*main::y >= 0]; Supporting invariants []; Supporting invariants [1*main::x - 1*main::w >= 0, -1*main::x + 4*main::z - 3*main::y > 0]; Supporting invariants []; Supporting invariants [-2*main::x + 2*main::z - 1 >= 0, 4*main::x - 5*main::w + 5*main::z - 4*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::x + 1*main::y - 1 >= 0]; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants [-2*main::w + 5*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants [-1*main::w + 1*main::y > 0, -1*main::z + 1*main::y >= 0]; Supporting invariants [-3*main::w + 6*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0, -1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::w - 3*main::z + 4*main::y > 0]; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants [-3*main::z + 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0, -1*main::w + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z - 1 >= 0]; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z - 1 >= 0]; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants [-1*main::x + 1*main::y - 1 >= 0, -1*main::w + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-2*main::w - 3*main::z + 5*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []",Non-termination arguments:,12.169s,11.417s,16.600s,597MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eq2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-invariants/eq2.c
eqn1.c,lasso,UNKNOWN,,,Non-termination arguments:,1.032s,0.290s,3.520s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eqn1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/eqn1.c
eqn2.c,lasso,UNKNOWN,,,Non-termination arguments:,1.036s,0.281s,3.480s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eqn2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/eqn2.c
eqn3.c,lasso,UNKNOWN,,,Non-termination arguments:,1.032s,0.285s,3.500s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eqn3.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/eqn3.c
eqn4.c,lasso,UNKNOWN,,,Non-termination arguments:,1.050s,0.275s,3.470s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eqn4.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/eqn4.c
eqn5.c,lasso,UNKNOWN,,,Non-termination arguments:,1.050s,0.282s,3.390s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/eqn5.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/arrays/diffy_cav21_bench/eqn5.c
ex1.c,lasso,UNKNOWN,,,Non-termination arguments:,1.435s,0.684s,4.910s,335MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/ex1.c
fibo_15-1.c,lasso,UNKNOWN,,,Non-termination arguments:,0.788s,0.031s,2.590s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fibo_15-1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive-simple/fibo_15-1.c
fibo_20-2.c,lasso,UNKNOWN,,,Non-termination arguments:,0.787s,0.031s,2.500s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fibo_20-2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive-simple/fibo_20-2.c
fibo_25-2.c,lasso,UNKNOWN,,,Non-termination arguments:,0.780s,0.033s,2.520s,263MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fibo_25-2.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive-simple/fibo_25-2.c
fibo_2calls_10-1.c,lasso,UNKNOWN,,,Non-termination arguments:,0.781s,0.036s,2.550s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/fibo_2calls_10-1.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/recursive_functions/sv-benchmarks/recursive-simple/fibo_2calls_10-1.c
