directory,filename,clean_path,benchmark_invariant,cpa_invariant,et_invariant,loopy_generated_invariant
LinearArbitrary-SeaHorn/loops/loop-lit,ddlm2013_true-unreach-call.c,LinearArbitrary-SeaHorn/loops/loop-lit/ddlm2013_true-unreach-call.c,a == b,"Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::flag > 0]; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0, -1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j > 0, -1*main::flag > 0]; Supporting invariants [1*main::j > 0]; Supporting invariants [1*main::j > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0, 1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j > 0]; Supporting invariants [1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []",,
LinearArbitrary-SeaHorn/loops/loop-lit,gj2007b_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/gj2007b_true-unreach-call_true-termination.c,(m >= 0 || n <= 0),,,
LinearArbitrary-SeaHorn/loops/loop-lit,gj2007_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/gj2007_true-unreach-call_true-termination.c,y == 100,,,"0 <= x <= 100;
50 <= y <= 100;
x <= y;
x < 50 ==> (y == 50);
x >= 50 ==> (y == x)"
LinearArbitrary-SeaHorn/loops/loop-lit,gr2006_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/gr2006_true-unreach-call_true-termination.c,x == 100,,,"0 <= x;
0 <= y;
x <= 100;
y <= x;
x < 50 ==> y == x;
x >= 50 ==> y == 100 - x"
LinearArbitrary-SeaHorn/loops/loop-lit,gsv2008_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/gsv2008_true-unreach-call_true-termination.c,y > 0,,,
LinearArbitrary-SeaHorn/loops/loop-lit,hhk2008_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/hhk2008_true-unreach-call_true-termination.c,res == a + b,,res + cnt == \old(res) + \old(cnt); res >= \old(res); cnt <= \old(cnt),"cnt >= 0;
res == a + (b - cnt)"
LinearArbitrary-SeaHorn/loops/loop-lit,jm2006_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/jm2006_true-unreach-call_true-termination.c,y == 0,Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],,"x >= 0;
y == j - (i - x);
x == 0 ==> y == j - i"
LinearArbitrary-SeaHorn/loops/loop-lit,jm2006_variant_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-lit/jm2006_variant_true-unreach-call_true-termination.c,y == -z,,,"0 <= x <= i;
0 <= z <= i;
y == j - 2 * (i - x);
i - x == z"
LinearArbitrary-SeaHorn/loops/loop-new,count_by_1_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/count_by_1_true-unreach-call_true-termination.c,i == LARGE_INT,,0 <= i; i <= LARGE_INT; 0 <= i && i <= LARGE_INT,"0 <= i;
i <= LARGE_INT"
LinearArbitrary-SeaHorn/loops/loop-new,count_by_1_variant_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/count_by_1_variant_true-unreach-call_true-termination.c,i <= LARGE_INT,,,"0 <= i;
i <= LARGE_INT"
LinearArbitrary-SeaHorn/loops/loop-new,count_by_2_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/count_by_2_true-unreach-call_true-termination.c,i == LARGE_INT,,,"0 <= i;
i <= LARGE_INT;
i % 2 == 0"
LinearArbitrary-SeaHorn/loops/loop-new,count_by_k_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/count_by_k_true-unreach-call_true-termination.c,i == LARGE_INT*k,,0 <= i; i <= LARGE_INT * k; i % k == 0,"0 <= i;
i <= LARGE_INT * k;
i % k == 0 || i == 0 || k == 0;
0 <= i <= LARGE_INT * k;
0 <= k && k <= 10;
0 <= i && i <= LARGE_INT * k;
i >= 0;
0 <= k <= 10;"
LinearArbitrary-SeaHorn/loops/loop-new,count_by_nondet_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/count_by_nondet_true-unreach-call_true-termination.c,k <= LARGE_INT,,,
LinearArbitrary-SeaHorn/loops/loop-new,half_true-unreach-call_true-termination.c,LinearArbitrary-SeaHorn/loops/loop-new/half_true-unreach-call_true-termination.c,k < 0 || n == k,,," i >= 0;
 0 <= i;
 n >= 0;
 i % 2 == 0 ==> n == i/2;
 i % 2 == 0 ==> n == i / 2;
 (k <= LARGE_INT) && (k >= -LARGE_INT);
 (i % 2 == 0) ==> (n == (i / 2));
 (i % 2 == 0) ==> (n == i / 2);
 i % 2 == 1 ==> n == (i+1)/2;
 (i % 2 == 0) ==> (n == i/2);
 n == (i+1)/2;
 (k >= 0 ==> n <= k) && (k < 0 ==> n == 0);
 -LARGE_INT <= k <= LARGE_INT"
LinearArbitrary-SeaHorn/loops/loops,count_up_down_true-unreach-call_true-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/count_up_down_true-unreach-call_true-termination.i.annot.c,y==n,,x + y == \old(x) + \old(y); x <= \old(x); y >= \old(y),"x <= n;
y <= n;
n == x + y"
LinearArbitrary-SeaHorn/loops/loops,for_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/for_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,x==0,,x == 0; i >= 0,"i >= 0;
x == 0;
y == 0"
LinearArbitrary-SeaHorn/loops/loops,for_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/for_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,x==0,,x == 0; i >= 0,"x == 0;
y == 0"
LinearArbitrary-SeaHorn/loops/loops,sum01_true-unreach-call_true-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/sum01_true-unreach-call_true-termination.i.annot.c,sn==n*(2)|| sn == 0,Supporting invariants [1*main::i > 0],1 <= i && i <= n + 1; sn == \old(sn) + 2 * (i - 1),
LinearArbitrary-SeaHorn/loops/loops,sum03_true-unreach-call_false-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/sum03_true-unreach-call_false-termination.i.annot.c,sn==x*(2)|| sn == 0,Supporting invariants [2*main::x - 1*main::sn >= 0],sn == 2 * x; x <= 1000000,"0 <= x && x <= 1000000;
sn == 2 * x"
LinearArbitrary-SeaHorn/loops/loops,sum04_true-unreach-call_true-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/sum04_true-unreach-call_true-termination.i.annot.c,sn==8*(2)|| sn == 0,,,"1 <= i && i <= 9;
sn >= 0 && sn % 2 == 0;
sn == 2 * (i - 1)"
LinearArbitrary-SeaHorn/loops/loops,terminator_02_true-unreach-call_true-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/terminator_02_true-unreach-call_true-termination.i.annot.c,x>=100 || z<=100,,x < 100; z > 100; z == \old(z); x >= \old(x),"x >= -100;
x <= 100;
z >= -100;
z <= 100"
LinearArbitrary-SeaHorn/loops/loops,terminator_03_true-unreach-call_true-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/terminator_03_true-unreach-call_true-termination.i.annot.c,y<=0 ||(y>0 && x>=100),,,"y <= 1000000;
x <= x + y;
y > 0 ==> x < 100 || x >= 100"
LinearArbitrary-SeaHorn/loops/loops,trex03_true-unreach-call.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/trex03_true-unreach-call.i.annot.c,x1==0 || x2==0 || x3==0,"Supporting invariants [1*main::d2 > 0, 1*main::d1 > 0, 1*main::d3 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]; Supporting invariants [1*main::d1 - 1 >= 0]",x1 > 0 && x2 > 0 && x3 > 0; x1 <= \old(x1); x2 <= \old(x2); x3 <= \old(x3),"x1 >= 0;
x2 >= 0;
x3 >= 0"
LinearArbitrary-SeaHorn/loops/loops,while_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/while_infinite_loop_1_true-unreach-call_false-termination.i.annot.c,x==0,,x == 0,x == 0
LinearArbitrary-SeaHorn/loops/loops,while_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,LinearArbitrary-SeaHorn/loops/loops/while_infinite_loop_2_true-unreach-call_false-termination.i.annot.c,x==0,,x == 0,x == 0
LinearArbitrary-SeaHorn/pie/hola,01.c,LinearArbitrary-SeaHorn/pie/hola/01.c,y>=1,,,"x >= 1;
y >= 1;
x == y"
LinearArbitrary-SeaHorn/pie/hola,02.c,LinearArbitrary-SeaHorn/pie/hola/02.c,x==y,Supporting invariants []; Supporting invariants [6*main::y + 4*main::i - 3*main::w - 4 >= 0]; Supporting invariants [17*main::z - 15 >= 0],," x <= y;
 w >= 0;
 w % 2 == 0;
 z >= y;
 w == 2 * y;
 x >= 0;
 y >= 0;
 0 <= y;
 0 <= x;
 0 <= w;
 z == 1 + y * (y - 1) + x * (x - 1);
 z % 2 == 1 ==> x == y;
 z % 2 == 0 ==> x == y - 1;
 y <= x + w/2;
 w == 2*y;
 z % 2 == 1;
 z >= 1"
LinearArbitrary-SeaHorn/pie/hola,04.c,LinearArbitrary-SeaHorn/pie/hola/04.c,y>0,,,
LinearArbitrary-SeaHorn/pie/hola,05.c,LinearArbitrary-SeaHorn/pie/hola/05.c,j>=i,,,"x >= 0 && y >= 0;
x == y;
i >= 0 && j >= 0;
i <= j;
j <= i + x * (x + 1) / 2"
LinearArbitrary-SeaHorn/pie/hola,05.c,LinearArbitrary-SeaHorn/pie/hola/05.c,j>=i,,,"x >= 0 && y >= 0;
x == y;
i >= 0 && j >= 0;
i <= j;
j <= i + x * (x + 1) / 2"
LinearArbitrary-SeaHorn/pie/hola,07.c,LinearArbitrary-SeaHorn/pie/hola/07.c,a+b == 3*n,,i == \old(i); n == \old(n); b - 2*a == \old(b) - 2*\old(a),"0 <= i <= n;
0 <= a <= 2*i;
0 <= b <= 2*i;
a + b == 3*i"
LinearArbitrary-SeaHorn/pie/hola,07.c,LinearArbitrary-SeaHorn/pie/hola/07.c,a+b == 3*n,,i == \old(i); n == \old(n); b - 2*a == \old(b) - 2*\old(a),"0 <= i <= n;
0 <= a <= 2*i;
0 <= b <= 2*i;
a + b == 3*i"
LinearArbitrary-SeaHorn/pie/hola,08.c,LinearArbitrary-SeaHorn/pie/hola/08.c,x < 4 || y > 2,,,"0 <= x;
0 <= y;
x < 4 ==> y <= x * 100;
x >= 4 ==> y >= x + 2"
LinearArbitrary-SeaHorn/pie/hola,10.c,LinearArbitrary-SeaHorn/pie/hola/10.c,x==y,,," w == 0 || w == 1;
 z == 0 || z == 1;
 x >= 0 && x <= y + 1;
 y >= 0 && y <= x + 1;
 x >= 0;
 y >= 0;
 (w == 1) ==> (x == y);
 x == y || x == y + 1;
 (!w && z) ==> x == y;
 0 <= x && 0 <= y;
 w == 1 ==> x == y;
 w == 1 || w == 0;
 x <= y + 1;
 y <= x + 1;
 w == z ==> x == y;
 x <= y+1;
 y <= x+1;
 (w == 1) ==> (x == y || x == y + 1);
 (z == 0) ==> (x == y || y == x + 1);
 x >= 0 && y >= 0;
 (w == 1 && z == 1) ==> x == y;
 (w == 0 && z == 0) ==> x == y;
 (w == 1) ==> (x == y || x == y - 1);
 (z == 0) ==> (x == y || x == y + 1);
 (x % 2 == y % 2);
 0 <= x;
 0 <= y;
 (z == 0) ==> (x == y);
 (w == 1) ==> (x == y + z);
 (z == 1) ==> (y == x + w);
 (z == 0) ==> (y == x + w - 1);
 y <= x"
LinearArbitrary-SeaHorn/pie/hola,10.c,LinearArbitrary-SeaHorn/pie/hola/10.c,x==y,,," w == 0 || w == 1;
 z == 0 || z == 1;
 x >= 0 && x <= y + 1;
 y >= 0 && y <= x + 1;
 x >= 0;
 y >= 0;
 (w == 1) ==> (x == y);
 x == y || x == y + 1;
 (!w && z) ==> x == y;
 0 <= x && 0 <= y;
 w == 1 ==> x == y;
 w == 1 || w == 0;
 x <= y + 1;
 y <= x + 1;
 w == z ==> x == y;
 x <= y+1;
 y <= x+1;
 (w == 1) ==> (x == y || x == y + 1);
 (z == 0) ==> (x == y || y == x + 1);
 x >= 0 && y >= 0;
 (w == 1 && z == 1) ==> x == y;
 (w == 0 && z == 0) ==> x == y;
 (w == 1) ==> (x == y || x == y - 1);
 (z == 0) ==> (x == y || x == y + 1);
 (x % 2 == y % 2);
 0 <= x;
 0 <= y;
 (z == 0) ==> (x == y);
 (w == 1) ==> (x == y + z);
 (z == 1) ==> (y == x + w);
 (z == 0) ==> (y == x + w - 1);
 y <= x"
LinearArbitrary-SeaHorn/pie/hola,11.c,LinearArbitrary-SeaHorn/pie/hola/11.c,j == 2*x,,j == \old(j) + 2 * i; 0 <= i && i <= x; x == \old(x),"0 <= i <= x;
j == 2 * i"
LinearArbitrary-SeaHorn/pie/hola,11.c,LinearArbitrary-SeaHorn/pie/hola/11.c,j == 2*x,,j == \old(j) + 2 * i; 0 <= i && i <= x; x == \old(x),"0 <= i <= x;
j == 2 * i"
LinearArbitrary-SeaHorn/pie/hola,13.c,LinearArbitrary-SeaHorn/pie/hola/13.c,j==2*k+2,,,"j >= 2;
k >= 0;
(flag != 0) ==> (k == 0);
(flag == 0) ==> (j == 2 * k + 2)"
LinearArbitrary-SeaHorn/pie/hola,13.c,LinearArbitrary-SeaHorn/pie/hola/13.c,j==2*k+2,,,"j >= 2;
k >= 0;
(flag != 0) ==> (k == 0);
(flag == 0) ==> (j == 2 * k + 2)"
LinearArbitrary-SeaHorn/pie/hola,14.c,LinearArbitrary-SeaHorn/pie/hola/14.c,a>=-m && a<=m,,1 <= j && j <= m + 1; \abs(a - \old(a)) <= j - 1; (a - \old(a) - (j - 1)) % 2 == 0,"1 <= j <= m + 1;
a >= -j + 1 && a <= j - 1"
LinearArbitrary-SeaHorn/pie/hola,14.c,LinearArbitrary-SeaHorn/pie/hola/14.c,a>=-m && a<=m,,1 <= j && j <= m + 1; \abs(a - \old(a)) <= j - 1; (a - \old(a) - (j - 1)) % 2 == 0,"1 <= j <= m + 1;
a >= -j + 1 && a <= j - 1"
LinearArbitrary-SeaHorn/pie/hola,15.c,LinearArbitrary-SeaHorn/pie/hola/15.c,k>=0,,"k + j == \at(k, Pre); 0 <= j && j <= n; k + j > n; k >= 0","0 <= j <= n;
k + j >= n"
LinearArbitrary-SeaHorn/pie/hola,15.c,LinearArbitrary-SeaHorn/pie/hola/15.c,k>=0,,"k + j == \at(k, Pre); 0 <= j && j <= n; k + j > n; k >= 0","0 <= j <= n;
k + j >= n"
LinearArbitrary-SeaHorn/pie/hola,16.c,LinearArbitrary-SeaHorn/pie/hola/16.c,y==0,,x - y == \old(x) - \old(y),"i >= 0 ==> x >= 0;
i <= 0 ==> x <= 0;
x <= i;
y == j - (i - x)"
LinearArbitrary-SeaHorn/pie/hola,16.c,LinearArbitrary-SeaHorn/pie/hola/16.c,y==0,,x - y == \old(x) - \old(y),"i >= 0 ==> x >= 0;
i <= 0 ==> x <= 0;
x <= i;
y == j - (i - x)"
LinearArbitrary-SeaHorn/pie/hola,18.c,LinearArbitrary-SeaHorn/pie/hola/18.c,j==100,,0 <= b && b <= 100; flag == \old(flag); (flag ==> j == \old(j) + b) && (!flag ==> j == \old(j)); j >= \old(j),"0 <= b <= 100;
(flag != 0) ==> (j == b);
(flag == 0) ==> (j == 0)"
LinearArbitrary-SeaHorn/pie/hola,18.c,LinearArbitrary-SeaHorn/pie/hola/18.c,j==100,,0 <= b && b <= 100; flag == \old(flag); (flag ==> j == \old(j) + b) && (!flag ==> j == \old(j)); j >= \old(j),"0 <= b <= 100;
(flag != 0) ==> (j == b);
(flag == 0) ==> (j == 0)"
LinearArbitrary-SeaHorn/pie/hola,19.c,LinearArbitrary-SeaHorn/pie/hola/19.c,y==n,,,"0 <= x <= n;
0 <= y <= n;
y >= m;
x <= m ==> y == m;
x > m ==> y == x"
LinearArbitrary-SeaHorn/pie/hola,19.c,LinearArbitrary-SeaHorn/pie/hola/19.c,y==n,,,"0 <= x <= n;
0 <= y <= n;
y >= m;
x <= m ==> y == m;
x > m ==> y == x"
LinearArbitrary-SeaHorn/pie/hola,19.c,LinearArbitrary-SeaHorn/pie/hola/19.c,y==n,,,"0 <= x <= n;
0 <= y <= n;
y >= m;
x <= m ==> y == m;
x > m ==> y == x"
LinearArbitrary-SeaHorn/pie/hola,20.c,LinearArbitrary-SeaHorn/pie/hola/20.c,(x+y)== k,,," 0 <= m <= j;
 x + y == k + 2 * (j - m) ==> j <= m;
 x + y + 2 * (m - j) == k ==> m <= j;
 (j != i ==> (x + y) == k) && (j == i ==> (x + y) == k);
 0 <= m;
 j > 0 ==> m < n;
 0 <= j;
 m <= j;
 (j == 0) ==> ((x + y) == k);
 \forall integer p; 0 <= p < j ==> ((p != i) ==> (x + y == k));
 (j <= i) ==> (x + y == k);
 (0 <= m <= j) || (m == 0 && j == 0);
 0 <= m && m <= j;
 x + y == k;
 (x + y) == k;
 0 <= m < n || m == 0;
 (j <= i) ==> (m <= j)"
LinearArbitrary-SeaHorn/pie/hola,20.c,LinearArbitrary-SeaHorn/pie/hola/20.c,(x+y)== k,,," 0 <= m <= j;
 x + y == k + 2 * (j - m) ==> j <= m;
 x + y + 2 * (m - j) == k ==> m <= j;
 (j != i ==> (x + y) == k) && (j == i ==> (x + y) == k);
 0 <= m;
 j > 0 ==> m < n;
 0 <= j;
 m <= j;
 (j == 0) ==> ((x + y) == k);
 \forall integer p; 0 <= p < j ==> ((p != i) ==> (x + y == k));
 (j <= i) ==> (x + y == k);
 (0 <= m <= j) || (m == 0 && j == 0);
 0 <= m && m <= j;
 x + y == k;
 (x + y) == k;
 0 <= m < n || m == 0;
 (j <= i) ==> (m <= j)"
LinearArbitrary-SeaHorn/pie/hola,21.c,LinearArbitrary-SeaHorn/pie/hola/21.c,k>n,,0 <= i && i <= n; n > 0 && n < 10; 2000 * i <= k && k <= 4000 * i; k % 2000 == 0,
LinearArbitrary-SeaHorn/pie/hola,22.c,LinearArbitrary-SeaHorn/pie/hola/22.c,x==y && y==z,,,
LinearArbitrary-SeaHorn/pie/hola,23.c,LinearArbitrary-SeaHorn/pie/hola/23.c,sum >= 0,,0 <= i && i <= n; sum == i * (i - 1) / 2,"0 <= i <= n;
sum >= 0;
sum == (i*(i-1))/2"
LinearArbitrary-SeaHorn/pie/hola,23.c,LinearArbitrary-SeaHorn/pie/hola/23.c,sum >= 0,,0 <= i && i <= n; sum == i * (i - 1) / 2,"0 <= i <= n;
sum >= 0;
sum == (i*(i-1))/2"
LinearArbitrary-SeaHorn/pie/hola,30.c,LinearArbitrary-SeaHorn/pie/hola/30.c,c>=0,,0 <= i && i <= 1000; c == i * (i - 1) / 2; c >= 0,"0 <= i <= 1000;
c >= 0;
i >= 1000 ==> c >= 0"
LinearArbitrary-SeaHorn/pie/hola,30.c,LinearArbitrary-SeaHorn/pie/hola/30.c,c>=0,,0 <= i && i <= 1000; c == i * (i - 1) / 2; c >= 0,"0 <= i <= 1000;
c >= 0;
i >= 1000 ==> c >= 0"
LinearArbitrary-SeaHorn/pie/hola,32.c,LinearArbitrary-SeaHorn/pie/hola/32.c,i == j,"Supporting invariants [-4*main::n + 5*main::b >= 0]; Supporting invariants [1*main::k > 0]; Supporting invariants [1*main::n > 0]; Supporting invariants [1*main::i > 0, 1*main::k > 0]; Supporting invariants []; Supporting invariants []",0 <= n && n <= 2 * k; b == 0 || b == 1; i + j == \old(i) + \old(j) + n; i - j + b == \old(i) - \old(j) + \old(b),"0 <= n <= 2*k;
0 <= i <= n;
0 <= j <= n;
b == 0 || b == 1;
n % 2 == 0 ==> (b == 0 && i == j);
n % 2 == 1 ==> (b == 1 && i + 1 == j)"
LinearArbitrary-SeaHorn/pie/hola,37.c,LinearArbitrary-SeaHorn/pie/hola/37.c,0<=m && m<n,,x == \old(x); n == \old(n); m == \old(m) || m == x," 0 <= x;
 (n > 0) ==> (0 <= m);
 (n > 0) ==> (m < n);
 (n <= 0) ==> (m == 0)"
LinearArbitrary-SeaHorn/pie/hola,37.c,LinearArbitrary-SeaHorn/pie/hola/37.c,0<=m && m<n,,x == \old(x); n == \old(n); m == \old(m) || m == x," 0 <= x;
 (n > 0) ==> (0 <= m);
 (n > 0) ==> (m < n);
 (n <= 0) ==> (m == 0)"
LinearArbitrary-SeaHorn/pie/hola,37.c,LinearArbitrary-SeaHorn/pie/hola/37.c,0<=m && m<n,,x == \old(x); n == \old(n); m == \old(m) || m == x," 0 <= x;
 (n > 0) ==> (0 <= m);
 (n > 0) ==> (m < n);
 (n <= 0) ==> (m == 0)"
LinearArbitrary-SeaHorn/pie/hola,38.c,LinearArbitrary-SeaHorn/pie/hola/38.c,x==2*y,,x == i; 2 * y <= i && i <= 2 * y + 1; 0 <= i && i <= n; 0 <= y,"0 <= i;
0 <= x;
0 <= y;
x >= y;
(i % 2 == 0) ==> (x == 2 * y);
(i % 2 != 0) ==> (x == 2 * y + 1)"
LinearArbitrary-SeaHorn/pie/hola,38.c,LinearArbitrary-SeaHorn/pie/hola/38.c,x==2*y,,x == i; 2 * y <= i && i <= 2 * y + 1; 0 <= i && i <= n; 0 <= y,"0 <= i;
0 <= x;
0 <= y;
x >= y;
(i % 2 == 0) ==> (x == 2 * y);
(i % 2 != 0) ==> (x == 2 * y + 1)"
LinearArbitrary-SeaHorn/pie/hola,39.c,LinearArbitrary-SeaHorn/pie/hola/39.c,0 <= glob3_dc,,,"0 <= glob3_dc;
glob3_dc <= MAXPATHLEN;
glob3_pathbuf_off == buf_off;
glob3_pathend_off == buf_off;
glob3_pathlim_off == bound_off;
glob3_pattern_off == pattern_off;
bound_off == MAXPATHLEN;
buf_off == 0;
pattern_off == 0;
glob3_pathend_off + glob3_dc <= glob3_pathlim_off"
LinearArbitrary-SeaHorn/pie/hola,39.c,LinearArbitrary-SeaHorn/pie/hola/39.c,0 <= glob3_dc,,,"0 <= glob3_dc;
glob3_dc <= MAXPATHLEN;
glob3_pathbuf_off == buf_off;
glob3_pathend_off == buf_off;
glob3_pathlim_off == bound_off;
glob3_pattern_off == pattern_off;
bound_off == MAXPATHLEN;
buf_off == 0;
pattern_off == 0;
glob3_pathend_off + glob3_dc <= glob3_pathlim_off"
LinearArbitrary-SeaHorn/pie/hola,39.c,LinearArbitrary-SeaHorn/pie/hola/39.c,0 <= glob3_dc,,,"0 <= glob3_dc;
glob3_dc <= MAXPATHLEN;
glob3_pathbuf_off == buf_off;
glob3_pathend_off == buf_off;
glob3_pathlim_off == bound_off;
glob3_pattern_off == pattern_off;
bound_off == MAXPATHLEN;
buf_off == 0;
pattern_off == 0;
glob3_pathend_off + glob3_dc <= glob3_pathlim_off"
LinearArbitrary-SeaHorn/pie/hola,41.c,LinearArbitrary-SeaHorn/pie/hola/41.c,z > 2*n,,,"0 <= i && i <= n + 1;
j >= 0 && j >= (i * (i - 1)) / 2;
(flag ==> k >= 0) && (!flag ==> k == 1)"
LinearArbitrary-SeaHorn/pie/hola,41.c,LinearArbitrary-SeaHorn/pie/hola/41.c,z > 2*n,,,"0 <= i && i <= n + 1;
j >= 0 && j >= (i * (i - 1)) / 2;
(flag ==> k >= 0) && (!flag ==> k == 1)"
LinearArbitrary-SeaHorn/pie/hola,42.c,LinearArbitrary-SeaHorn/pie/hola/42.c,a%2==1,,y == \old(y); x >= \old(x),
LinearArbitrary-SeaHorn/pie/hola,43.c,LinearArbitrary-SeaHorn/pie/hola/43.c,y>=t,,,"y >= t;
x >= 0 ==> y >= t + x * i"
LinearArbitrary-SeaHorn/pie/hola,43.c,LinearArbitrary-SeaHorn/pie/hola/43.c,y>=t,,,"y >= t;
x >= 0 ==> y >= t + x * i"
LinearArbitrary-SeaHorn/pie/hola,44.c,LinearArbitrary-SeaHorn/pie/hola/44.c,j == i,,,"i >= 0;
j >= 0;
(flag == 1) ==> (n == 1);
(flag != 1) ==> (n == 2);
j == i * n"
LinearArbitrary-SeaHorn/pie/hola,44.c,LinearArbitrary-SeaHorn/pie/hola/44.c,j == i,,,"i >= 0;
j >= 0;
(flag == 1) ==> (n == 1);
(flag != 1) ==> (n == 2);
j == i * n"
LinearArbitrary-SeaHorn/pie/hola,46.c,LinearArbitrary-SeaHorn/pie/hola/46.c,x<=1,,," w >= 1;
 z >= 0;
 x <= 1;
 y >= 0;
 0 <= x <= 1;
 0 <= y;
 0 <= z;
 1 <= w;
 x <= w;
 y <= z;
 (w % 2 == 1) ==> (x == w / 2);
 (z % 2 == 0) ==> (y == z / 2);
 x >= 0;
 w >= 0;
 w - x == 1;
 z - y == 0;
 0 <= x;
 0 <= w;
 w == x + 1;
 z == y;
 w % 2 == 1 ==> x == \at(x, LoopEntry) + (w - \at(w, LoopEntry)) / 2;
 z % 2 == 0 ==> y == \at(y, LoopEntry) + (z - \at(z, LoopEntry)) / 2;
 (w % 2 == 0) ==> (x == w / 2);
 z % 2 == y % 2;
 x * 2 <= w;
 w <= x + 1;
 z <= y;
 y <= x + 1"
LinearArbitrary-SeaHorn/pie/hola,46.c,LinearArbitrary-SeaHorn/pie/hola/46.c,x<=1,,," w >= 1;
 z >= 0;
 x <= 1;
 y >= 0;
 0 <= x <= 1;
 0 <= y;
 0 <= z;
 1 <= w;
 x <= w;
 y <= z;
 (w % 2 == 1) ==> (x == w / 2);
 (z % 2 == 0) ==> (y == z / 2);
 x >= 0;
 w >= 0;
 w - x == 1;
 z - y == 0;
 0 <= x;
 0 <= w;
 w == x + 1;
 z == y;
 w % 2 == 1 ==> x == \at(x, LoopEntry) + (w - \at(w, LoopEntry)) / 2;
 z % 2 == 0 ==> y == \at(y, LoopEntry) + (z - \at(z, LoopEntry)) / 2;
 (w % 2 == 0) ==> (x == w / 2);
 z % 2 == y % 2;
 x * 2 <= w;
 w <= x + 1;
 z <= y;
 y <= x + 1"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,afnp2014_true-unreach-call.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/afnp2014_true-unreach-call.c,x >= y,,0; 1000,"0 <= y <= 1000;
x >= y;
x >= 1"
LinearArbitrary-SeaHorn/pie/ICE/benchmarks,cegar2.c,LinearArbitrary-SeaHorn/pie/ICE/benchmarks/cegar2.c,(0 <= m) && (m < N),,," 0 <= m && m <= x;
 N > 0 ==> (0 <= m && m < N)"
