file,config,verification_result,ranking_functions,invariants,nontermination,total_time,analysis_time,cpu_time,used_heap,termination_config,analysis_name,output_dir,relative_path
TRACER-testloop10_VeriMAP_true.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1) = -3*main::new + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1) = -3*main::new + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1) = -1*main::new + 1*main::__CPAchecker_TMP_1 + 1; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -2*main::new + 3*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -4*main::new + 5*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -1*main::new + 2*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1) = -3*main::new + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::__CPAchecker_TMP_1, main::old) = 1*main::__CPAchecker_TMP_1 - 1*main::old; Ranking function f(main::new, main::__CPAchecker_TMP_1, main::old) = -3*main::new + 4*main::__CPAchecker_TMP_1 - 1*main::old",Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-2*main::old + 2*main::new - 1 > 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new > 0]; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants []; Supporting invariants [-3*main::old + 3*main::new - 2 > 0]; Supporting invariants [-1*main::old + 1*main::new - 1 >= 0]; Supporting invariants [],Non-termination arguments:,4.876s,4.120s,10.550s,571MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop10_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop10_VeriMAP_true.c
TRACER-testloop11_VeriMAP_true.c,lasso,FALSE,Ranking function f(main::e) = -3*main::e + 2; Ranking function f(main::e) = -2*main::e + 1; Ranking function f(main::e) = -1*main::e + 3; Ranking function f(main::e) = -1*main::e + 2; Ranking function f(main::e) = -1*main::e + 3; Ranking function f(main::e) = -7*main::e + 18; Ranking function f(main::s) = -7*main::s + 53; Ranking function f(main::s) = -3*main::s + 17; Ranking function f(main::s) = -11*main::s + 54; Ranking function f(main::s) = -9*main::s + 40; Ranking function f(main::s) = -4*main::s + 19; Ranking function f(main::s) = -7*main::s + 34; Ranking function f(main::s) = -22*main::s + 93; Ranking function f(main::s) = -27*main::s + 524,"Supporting invariants []; Supporting invariants [1*main::s > 0]; Supporting invariants [1*main::e > 0]; Supporting invariants [1*main::e > 0, 1*main::s > 0]; Supporting invariants [1*main::e > 0]; Supporting invariants [1*main::s > 0, 1*main::e > 0]; Supporting invariants [1*main::s > 0]; Supporting invariants [1*main::e > 0, 1*main::s > 0]; Supporting invariants [1*main::s > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::s > 0]; Supporting invariants []","Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::s=0, main::__CPAchecker_TMP_0=0, main::e=0} Honda state: {main::s=5, main::__CPAchecker_TMP_0=-1, main::e=2} Generalized eigenvectors: [{main::s=0, main::__CPAchecker_TMP_0=0, main::e=0}, {main::s=0, main::__CPAchecker_TMP_0=1, main::e=0}, {main::s=0, main::__CPAchecker_TMP_0=-1, main::e=0}] Lambdas: [1, 0, 1] Nus: [1, 0]",3.078s,2.288s,8.490s,515MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop11_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop11_VeriMAP_true.c
TRACER-testloop16_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::x) = -3*main::x + 5; Ranking function f(main::i, main::__CPAchecker_TMP_0) = -5*main::i + 5*main::__CPAchecker_TMP_0 + 3; Ranking function f(main::i, main::N) = -1*main::i + 1*main::N",Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [],Non-termination arguments:,1.485s,0.733s,4.870s,303MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop16_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop16_VeriMAP_true.c
TRACER-testloop17_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::j, main::__CPAchecker_TMP_0, main::N) = -2*main::j + 2*main::__CPAchecker_TMP_0 + 1*main::N; Ranking function f(main::i, main::N) = -1*main::i + 1*main::N","Supporting invariants [1*main::i >= 0, 1*main::N > 0]; Supporting invariants [1*main::N > 0]",Non-termination arguments:,1.333s,0.582s,4.490s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop17_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop17_VeriMAP_true.c
TRACER-testloop1_VeriMAP_true.c,lasso,TRUE,"Ranking function f(main::N, main::i) = 1*main::N - 1*main::i","Supporting invariants [1*main::a > 0, 1*main::NONDET > 0]",Non-termination arguments:,1.059s,0.320s,3.570s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop1_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop1_VeriMAP_true.c
TRACER-testloop4_VeriMAP_true.c,lasso,TRUE,Ranking function f(main::x) = -3*main::x + 29,Supporting invariants [-1*main::N + 10 >= 0],Non-termination arguments:,3.277s,2.552s,8.880s,419MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop4_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop4_VeriMAP_true.c
TRACER-testloop6_VeriMAP_true.c,lasso,TRUE,Ranking function f(main::x) = -1*main::x + 14; Ranking function f(main::i) = -3*main::i + 32,Supporting invariants [4*main::i - 3*main::x >= 0]; Supporting invariants [],Non-termination arguments:,1.359s,0.597s,4.870s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop6_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop6_VeriMAP_true.c
TRACER-testloop9_VeriMAP_true.c,lasso,TRUE,Ranking function f(main::x) = -1*main::x + 2; Ranking function f(main::i) = -5*main::i + 56,Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0],Non-termination arguments:,1.638s,0.866s,5.920s,244MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop9_VeriMAP_true.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop9_VeriMAP_true.c
Toulouse-BranchesToLoop_true-termination.c,lasso,TRUE,"Ranking function f(main::x, main::z) = -301*main::x - 3*main::z; Ranking function f(main::y) = -3*main::y + 302; Ranking function f(main::x, main::z) = 134*main::x + 1*main::z","Supporting invariants [-1*main::x - 1 >= 0]; Supporting invariants [1*main::x - 1 >= 0]; Supporting invariants [1*main::x - 1 >= 0, 1*main::z + 1*main::y > 0]",Non-termination arguments:,1.412s,0.673s,4.670s,271MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-BranchesToLoop_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/Toulouse-BranchesToLoop_true-termination.c
Toulouse-MultiBranchesToLoop_true-termination.c,lasso,UNKNOWN,"Ranking function f(main::__CPAchecker_TMP_13, main::y) = 110*main::__CPAchecker_TMP_13 - 7*main::y; Ranking function f(main::y) = -1*main::y + 104; Ranking function f(main::y, main::x) = 9*main::y - 119*main::x","Supporting invariants [1*main::x - 5 >= 0, 55*main::__CPAchecker_TMP_13 - 357 > 0]; Supporting invariants [1*main::__CPAchecker_TMP_1 - 1 >= 0, 1*main::x - 5*main::__CPAchecker_TMP_1 >= 0]; Supporting invariants [-1*main::x + 1*main::z + 1*main::y > 0, -1*main::x - 9 >= 0]",Non-termination arguments:,293.142s,292.379s,300.040s,594MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-MultiBranchesToLoop_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/Toulouse-MultiBranchesToLoop_true-termination.c
Undefined_Behavior_3_T.c,lasso,UNKNOWN,Ranking function f(main::bytes) = -3*main::bytes + 17,Supporting invariants [1*main::bytes > 0],Non-termination arguments:,1.196s,0.452s,3.920s,275MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Undefined_Behavior_3_T.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/non_termination/loop/Undefined_Behavior_3_T.c
Unsigned_Wraparound_Error_2_T.c,lasso,UNKNOWN,"Ranking function f(main::size, main::ui) = 1*main::size - 1*main::ui",Supporting invariants [2*main::ui - 1 > 0],Non-termination arguments:,1.108s,0.353s,3.660s,262MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Unsigned_Wraparound_Error_2_T.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/non_termination/loop/Unsigned_Wraparound_Error_2_T.c
aaron2_true-termination.c,lasso,TRUE,"Ranking function f(main::x) = 3*main::x + 2; Ranking function f(main::tx, main::y) = 3*main::tx - 3*main::y + 5",Supporting invariants [3*main::y - 3*main::tx + 1 > 0]; Supporting invariants [-3*main::x + 3*main::tx + 1 > 0],Non-termination arguments:,1.322s,0.574s,4.470s,273MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/aaron2_true-termination.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C/SV-COMP_Termination_Category/aaron2_true-termination.c
benchmark13_conjunctive.c,lasso,TRUE,Ranking function f(main::i) = -5*main::i + 2,Supporting invariants [-1*main::k >= 0],Non-termination arguments:,1.216s,0.381s,4.170s,241MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark13_conjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark13_conjunctive.c
benchmark19_conjunctive.c,lasso,TRUE,Ranking function f(main::j) = 1*main::j,Supporting invariants [1*main::n > 0],Non-termination arguments:,1.146s,0.392s,3.910s,252MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark19_conjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark19_conjunctive.c
benchmark30_conjunctive.c,lasso,UNKNOWN,"Ranking function f(main::y, main::__CPAchecker_TMP_2) = -1*main::y + 1*main::__CPAchecker_TMP_2 + 1; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -1*main::y + 1*main::__CPAchecker_TMP_2 + 1; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 5; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_1) = -3*main::y + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::__CPAchecker_TMP_2, main::x) = 3*main::__CPAchecker_TMP_2 - 3*main::x + 2; Ranking function f(main::__CPAchecker_TMP_2, main::x) = 3*main::__CPAchecker_TMP_2 - 3*main::x + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::x, main::__CPAchecker_TMP_1) = -3*main::x + 3*main::__CPAchecker_TMP_1 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2; Ranking function f(main::y, main::__CPAchecker_TMP_2) = -3*main::y + 3*main::__CPAchecker_TMP_2 + 2",Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants [-3*main::x + 3*main::y + 1 > 0]; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],Non-termination arguments:,4.108s,3.370s,9.180s,538MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark30_conjunctive.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark30_conjunctive.c
benchmark32_linear.c,lasso,FALSE,Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = 1*main::x; Ranking function f(main::x) = -3*main::x + 4; Ranking function f(main::x) = -1*main::x + 2,Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::x > 0],"Non-termination arguments:; Non-Termination argument consisting of: Initial state: {main::x=0, main::__CPAchecker_TMP_0=0} Honda state: {main::x=2, main::__CPAchecker_TMP_0=-1} Generalized eigenvectors: [{main::x=0, main::__CPAchecker_TMP_0=1}, {main::x=0, main::__CPAchecker_TMP_0=-1}, {main::x=0, main::__CPAchecker_TMP_0=0}] Lambdas: [0, 1, 1] Nus: [1, 1]",1.456s,0.683s,4.560s,283MB,lassoRankerAnalysis.properties,lassoRankerAnalysis,Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/benchmark32_linear.c_lasso_out,Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/sv-benchmarks/loop-zilu/benchmark32_linear.c
