Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error,merge_key,Category,Category_GT,CPA_Verified,verification_result
46.c,loop_invariants/code2inv/46.c,da40f7b1c2c64567926ce42e80cd3de7,2025-12-16T02:47:30.082769,78.11,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_024730_da40f7b1c2c64567926ce42e80cd3de7.json,,46.c,loop_invariants,other,False,FALSE
119.c,loop_invariants/code2inv/119.c,c3d04726654f42499d81030ebf1804dd,2025-12-16T02:48:43.040958,72.96,4.0,terminating,0.0,i - sn == \old(i) - \old(sn); i >= \old(i); sn >= \old(sn),size - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_024843_c3d04726654f42499d81030ebf1804dd.json,,119.c,loop_invariants,,,
29.c,loop_invariants/code2inv/29.c,39b748f4485044e2ab740bcccf84c0fc,2025-12-16T02:50:03.734770,80.69,4.0,terminating,0.0,,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025003_39b748f4485044e2ab740bcccf84c0fc.json,,29.c,loop_invariants,other,,
131.c,loop_invariants/code2inv/131.c,6430c59e88ec437387ef452c03c84032,2025-12-16T02:51:19.957031,76.22,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025119_6430c59e88ec437387ef452c03c84032.json,,131.c,loop_invariants,other,,
101.c,loop_invariants/code2inv/101.c,21f3f7378c9b4b7d83fc05efd2272ce6,2025-12-16T02:52:29.509764,69.55,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025229_21f3f7378c9b4b7d83fc05efd2272ce6.json,,101.c,loop_invariants,,,
89.c,loop_invariants/code2inv/89.c,46c3f1a6f5314d2e958b98673ddc3e6d,2025-12-16T02:54:52.364247,142.85,5.0,terminating,0.0,,,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025452_46c3f1a6f5314d2e958b98673ddc3e6d.json,,89.c,loop_invariants,other,,
52.c,loop_invariants/code2inv/52.c,240043ac72ce4143afcb0efd0bdec670,2025-12-16T02:56:24.982951,92.62,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025624_240043ac72ce4143afcb0efd0bdec670.json,,52.c,loop_invariants,other,,
60.c,loop_invariants/code2inv/60.c,77dcb115ded04c0c930fb314d190dbb2,2025-12-16T02:57:57.883778,92.9,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025757_77dcb115ded04c0c930fb314d190dbb2.json,,60.c,loop_invariants,other,False,FALSE
70.c,loop_invariants/code2inv/70.c,f7b7f7af4e8745359d8338ec54334c31,2025-12-16T02:59:32.766483,94.88,4.0,terminating,0.0,,n - x + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_025932_f7b7f7af4e8745359d8338ec54334c31.json,,70.c,loop_invariants,,,
48.c,loop_invariants/code2inv/48.c,efe2512f830d49beaf8d57558f8ea0de,2025-12-16T03:01:40.953545,128.19,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030140_efe2512f830d49beaf8d57558f8ea0de.json,,48.c,loop_invariants,other,False,FALSE
107.c,loop_invariants/code2inv/107.c,121262bf60804b87b441a90fe973691e,2025-12-16T03:03:04.183801,83.23,4.0,terminating,0.0,,1 - k,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030304_121262bf60804b87b441a90fe973691e.json,,107.c,loop_invariants,other,,
111.c,loop_invariants/code2inv/111.c,b2de17b6dcec4685bf1a80023b35d764,2025-12-16T03:03:58.655218,54.47,4.0,terminating,0.0,sn == i - 1; i >= 1; sn >= 0; i <= n + 1,n - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030358_b2de17b6dcec4685bf1a80023b35d764.json,,111.c,loop_invariants,,True,TRUE
16.c,loop_invariants/code2inv/16.c,4c2f18cdb69c4fa8bbe474a163b036e9,2025-12-16T03:05:25.758982,87.1,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030525_4c2f18cdb69c4fa8bbe474a163b036e9.json,,16.c,loop_invariants,other,,
16.c,loop_invariants/code2inv/16.c,4c2f18cdb69c4fa8bbe474a163b036e9,2025-12-16T03:05:25.758982,87.1,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030525_4c2f18cdb69c4fa8bbe474a163b036e9.json,,16.c,loop_invariants,other,,
15.c,loop_invariants/code2inv/15.c,a9eb92a06a024129a847b9995c1705be,2025-12-16T03:06:51.619771,85.86,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030651_a9eb92a06a024129a847b9995c1705be.json,,15.c,loop_invariants,other,,
15.c,loop_invariants/code2inv/15.c,a9eb92a06a024129a847b9995c1705be,2025-12-16T03:06:51.619771,85.86,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030651_a9eb92a06a024129a847b9995c1705be.json,,15.c,loop_invariants,other,,
4.c,loop_invariants/code2inv/4.c,8e4bcb0dc8e743a98cf76c71d72db715,2025-12-16T03:08:18.545365,86.93,5.0,terminating,0.0,,500 - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030818_8e4bcb0dc8e743a98cf76c71d72db715.json,,4.c,loop_invariants,other,,
96.c,loop_invariants/code2inv/96.c,4e04bbacac1645f5a2f254c07c237947,2025-12-16T03:09:57.240119,98.69,4.0,terminating,0.0,j - i * y == \old(j) - \old(i) * y; i >= \old(i); x == \old(x); y == \old(y),x - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_030957_4e04bbacac1645f5a2f254c07c237947.json,,96.c,loop_invariants,other,,
128.c,loop_invariants/code2inv/128.c,f13d34af143946c4813c1e8cf78cd29c,2025-12-16T03:11:23.989765,86.75,5.0,terminating,0.0,,y - x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031123_f13d34af143946c4813c1e8cf78cd29c.json,,128.c,loop_invariants,other,True,TRUE
108.c,loop_invariants/code2inv/108.c,e787cf6dea014a88abb58ca7fe48897c,2025-12-16T03:12:38.246820,74.26,4.0,terminating,0.0,,c - k,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031238_e787cf6dea014a88abb58ca7fe48897c.json,,108.c,loop_invariants,other,,
10.c,loop_invariants/code2inv/10.c,07b08c8d8c17463cbfe5c4d65af0f65e,2025-12-16T03:13:28.126357,49.88,4.0,non-terminating,0.0,x - y == \old(x - y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031328_07b08c8d8c17463cbfe5c4d65af0f65e.json,,10.c,loop_invariants,other,,
10.c,loop_invariants/code2inv/10.c,07b08c8d8c17463cbfe5c4d65af0f65e,2025-12-16T03:13:28.126357,49.88,4.0,non-terminating,0.0,x - y == \old(x - y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031328_07b08c8d8c17463cbfe5c4d65af0f65e.json,,10.c,loop_invariants,other,,
115.c,loop_invariants/code2inv/115.c,bf96c41c8a74419795c0f29826fd6ea6,2025-12-16T03:14:07.129618,39.0,4.0,non-terminating,0.0,x - sn == \old(x) - \old(sn),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031407_bf96c41c8a74419795c0f29826fd6ea6.json,,115.c,loop_invariants,other,,
9.c,loop_invariants/code2inv/9.c,d8fdf9cd94434e4ba6039b825f5824bf,2025-12-16T03:15:32.299213,85.17,4.0,non-terminating,0.0,x - y == \old(x) - \old(y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031532_d8fdf9cd94434e4ba6039b825f5824bf.json,,9.c,loop_invariants,other,,
112.c,loop_invariants/code2inv/112.c,d1142bfe37c241a993d6cce6eda757c8,2025-12-16T03:16:59.688132,87.39,4.0,terminating,0.0,"sn - i == \at(sn - i, Pre)",n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031659_d1142bfe37c241a993d6cce6eda757c8.json,,112.c,loop_invariants,other,True,TRUE
36.c,loop_invariants/code2inv/36.c,3ba475ee4d174de0a4a3a7edbb153137,2025-12-16T03:18:34.925512,95.24,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_031834_3ba475ee4d174de0a4a3a7edbb153137.json,,36.c,loop_invariants,other,,
56.c,loop_invariants/code2inv/56.c,,2025-12-16T03:20:57.968949,,,error,,,,,,LLM returned non-JSON response,56.c,loop_invariants,other,,
2.c,loop_invariants/code2inv/2.c,9e49320197d144a39b6baaf97bf44ece,2025-12-16T03:22:23.759880,85.79,5.0,terminating,0.0,,1000 - y,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_032223_9e49320197d144a39b6baaf97bf44ece.json,,2.c,loop_invariants,other,,
79.c,loop_invariants/code2inv/79.c,3da525b2aa1249fc9fdff2978ad4cd0a,2025-12-16T03:24:00.168752,96.41,5.0,non-terminating,0.0,,y - i,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_032400_3da525b2aa1249fc9fdff2978ad4cd0a.json,,79.c,loop_invariants,other,False,FALSE
28.c,loop_invariants/code2inv/28.c,a508f2fe96d84c8799396574ac6657c6,2025-12-16T03:25:21.306048,81.14,4.0,terminating,0.0,,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_032521_a508f2fe96d84c8799396574ac6657c6.json,,28.c,loop_invariants,,,
7.c,loop_invariants/code2inv/7.c,e7890d648a144eb782d7a61e494b3e1a,2025-12-16T03:26:57.479409,96.17,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_032657_e7890d648a144eb782d7a61e494b3e1a.json,,7.c,loop_invariants,other,,
53.c,loop_invariants/code2inv/53.c,742d235a86da4443b51121cbe023ddba,2025-12-16T03:29:12.301234,134.82,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_032912_742d235a86da4443b51121cbe023ddba.json,,53.c,loop_invariants,other,,
132.c,loop_invariants/code2inv/132.c,8076141131974e889848df037b37d2a5,2025-12-16T03:31:21.903076,129.6,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033121_8076141131974e889848df037b37d2a5.json,,132.c,loop_invariants,other,,
44.c,loop_invariants/code2inv/44.c,04bae01341ad4c3c925caced7dc65b4c,2025-12-16T03:33:14.694234,112.79,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033314_04bae01341ad4c3c925caced7dc65b4c.json,,44.c,loop_invariants,other,,
44.c,loop_invariants/code2inv/44.c,04bae01341ad4c3c925caced7dc65b4c,2025-12-16T03:33:14.694234,112.79,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033314_04bae01341ad4c3c925caced7dc65b4c.json,,44.c,loop_invariants,other,,
78.c,loop_invariants/code2inv/78.c,00e6774e57f946ba891dd69a6b0001e0,2025-12-16T03:35:33.102714,138.41,5.0,non-terminating,0.0,,y - i,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033533_00e6774e57f946ba891dd69a6b0001e0.json,,78.c,loop_invariants,other,False,FALSE
38.c,loop_invariants/code2inv/38.c,42f4be5d1a9e4563bb927fa9c913809d,2025-12-16T03:37:21.157720,108.05,5.0,non-terminating,0.0,,n - c,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033721_42f4be5d1a9e4563bb927fa9c913809d.json,,38.c,loop_invariants,other,False,FALSE
38.c,loop_invariants/code2inv/38.c,42f4be5d1a9e4563bb927fa9c913809d,2025-12-16T03:37:21.157720,108.05,5.0,non-terminating,0.0,,n - c,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033721_42f4be5d1a9e4563bb927fa9c913809d.json,,38.c,loop_invariants,other,False,FALSE
109.c,loop_invariants/code2inv/109.c,317740e49e334ae99818fc90b327be7a,2025-12-16T03:38:54.048192,92.89,5.0,terminating,0.0,,c - k,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_033854_317740e49e334ae99818fc90b327be7a.json,,109.c,loop_invariants,other,,
125.c,loop_invariants/code2inv/125.c,9ae8e3c952ad42fbbc4689c62230556d,2025-12-16T03:40:05.949628,71.9,5.0,non-terminating,0.0,x - y == \old(x) - \old(y); \old(x) - x == \old(y) - y,x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034005_9ae8e3c952ad42fbbc4689c62230556d.json,,125.c,loop_invariants,other,,
97.c,loop_invariants/code2inv/97.c,e9dbc0a6bae043fe80eb06ca538b0919,2025-12-16T03:41:15.402097,69.45,4.0,terminating,0.0,,x - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034115_e9dbc0a6bae043fe80eb06ca538b0919.json,,97.c,loop_invariants,other,,
130.c,loop_invariants/code2inv/130.c,34fbec2d7ee448dda016c2103bf0bdb6,2025-12-16T03:42:20.883491,65.48,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034220_34fbec2d7ee448dda016c2103bf0bdb6.json,,130.c,loop_invariants,,,
102.c,loop_invariants/code2inv/102.c,e29ecbf99ae345e9b349628ceeccf6e1,2025-12-16T03:43:29.684649,68.8,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034329_e29ecbf99ae345e9b349628ceeccf6e1.json,,102.c,loop_invariants,other,,
76.c,loop_invariants/code2inv/76.c,f613732f97454fc58bcc38f089347157,2025-12-16T03:44:38.907286,69.22,4.0,terminating,0.0,z - c == \old(z) - \old(c); z >= \old(z); c >= \old(c),36 - c,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034438_f613732f97454fc58bcc38f089347157.json,,76.c,loop_invariants,other,False,FALSE
68.c,loop_invariants/code2inv/68.c,4de81839aedd49708697523c8866afef,2025-12-16T03:45:46.524774,67.62,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034546_4de81839aedd49708697523c8866afef.json,,68.c,loop_invariants,other,,
54.c,loop_invariants/code2inv/54.c,8394f7ee724a4d86a8bb5595ecc149c6,2025-12-16T03:47:26.357247,99.83,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034726_8394f7ee724a4d86a8bb5595ecc149c6.json,,54.c,loop_invariants,other,,
21.c,loop_invariants/code2inv/21.c,,2025-12-16T03:47:30.243085,,,error,,,,,,Embedding provider error: Connection error.,21.c,loop_invariants,other,,
20.c,loop_invariants/code2inv/20.c,db74bbbc4e824fc2ad23303abe4ddd2b,2025-12-16T03:48:47.871596,77.63,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034847_db74bbbc4e824fc2ad23303abe4ddd2b.json,,20.c,loop_invariants,other,,
20.c,loop_invariants/code2inv/20.c,db74bbbc4e824fc2ad23303abe4ddd2b,2025-12-16T03:48:47.871596,77.63,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_034847_db74bbbc4e824fc2ad23303abe4ddd2b.json,,20.c,loop_invariants,other,,
82.c,loop_invariants/code2inv/82.c,db661747803b4421a891b1411359b02a,2025-12-16T03:50:10.462453,82.59,5.0,non-terminating,0.0,y == \old(y); i >= \old(i); i <= y || i == \old(i),y - i,"Failed: Not Decreasing, Not Bounded",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035010_db661747803b4421a891b1411359b02a.json,,82.c,loop_invariants,other,False,FALSE
98.c,loop_invariants/code2inv/98.c,cb22bee522524e72933e754eb8b3bbee,2025-12-16T03:51:16.643271,66.18,4.0,terminating,0.0,j - i * y == \old(j) - \old(i) * y; i >= \old(i); x == \old(x); y == \old(y),x - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035116_cb22bee522524e72933e754eb8b3bbee.json,,98.c,loop_invariants,other,,
59.c,loop_invariants/code2inv/59.c,88c7a465859d4434bd9c3674b5c490af,2025-12-16T03:52:42.419550,85.78,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035242_88c7a465859d4434bd9c3674b5c490af.json,,59.c,loop_invariants,other,False,FALSE
126.c,loop_invariants/code2inv/126.c,35611dd49fe74e1c807caa01b91a42d7,2025-12-16T03:53:42.542084,60.12,5.0,non-terminating,0.0,x - y == \old(x) - \old(y); x - \old(x) == y - \old(y),x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035342_35611dd49fe74e1c807caa01b91a42d7.json,,126.c,loop_invariants,other,,
123.c,loop_invariants/code2inv/123.c,05e42bfab6074849b47858fbe06089ef,2025-12-16T03:54:59.162780,76.62,4.0,terminating,0.0,sn == i - 1; i >= 1; sn >= 0,size - i + 1,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035459_05e42bfab6074849b47858fbe06089ef.json,,123.c,loop_invariants,,,
117.c,loop_invariants/code2inv/117.c,2c480d4f0fbd4fb5a01fb68c93744432,2025-12-16T03:56:26.599541,87.44,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035626_2c480d4f0fbd4fb5a01fb68c93744432.json,,117.c,loop_invariants,other,,
24.c,loop_invariants/code2inv/24.c,1abc06f2fc7e40fa8cd2db21e0ce2c2d,2025-12-16T03:57:52.898048,86.3,4.0,terminating,0.0,,j - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035752_1abc06f2fc7e40fa8cd2db21e0ce2c2d.json,,24.c,loop_invariants,,,
116.c,loop_invariants/code2inv/116.c,f6c5374d167e4a62981dd2a3b17fc689,2025-12-16T03:59:22.244141,89.35,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_035922_f6c5374d167e4a62981dd2a3b17fc689.json,,116.c,loop_invariants,other,,
100.c,loop_invariants/code2inv/100.c,d8c29d3bd7814c17b4e8555dc19bf2b8,2025-12-16T04:01:24.907259,122.66,5.0,terminating,0.0,x + y == \old(x + y); x <= \old(x); y >= \old(y),x,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040124_d8c29d3bd7814c17b4e8555dc19bf2b8.json,,100.c,loop_invariants,other,,
34.c,loop_invariants/code2inv/34.c,eba1ec49a5fe4311b7b59daa9006dbf0,2025-12-16T04:03:01.867825,96.96,5.0,terminating,0.0,,x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040301_eba1ec49a5fe4311b7b59daa9006dbf0.json,,34.c,loop_invariants,other,,
49.c,loop_invariants/code2inv/49.c,d934373ab85d42bfa8e40157f5401183,2025-12-16T04:04:22.287953,80.42,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040422_d934373ab85d42bfa8e40157f5401183.json,,49.c,loop_invariants,other,False,FALSE
127.c,loop_invariants/code2inv/127.c,22bea45544ef42c1a15006c7274c43ec,2025-12-16T04:05:59.407785,97.12,5.0,non-terminating,0.0,,x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040559_22bea45544ef42c1a15006c7274c43ec.json,,127.c,loop_invariants,other,,
114.c,loop_invariants/code2inv/114.c,6ec290b503c64748836a85c26fb1a7dd,2025-12-16T04:06:41.598487,42.19,4.0,non-terminating,0.0,x - sn == \old(x - sn),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040641_6ec290b503c64748836a85c26fb1a7dd.json,,114.c,loop_invariants,other,,
65.c,loop_invariants/code2inv/65.c,3bdd71c2945042ba993048e910e8623a,2025-12-16T04:07:57.617908,76.02,4.0,terminating,0.0,,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_040757_3bdd71c2945042ba993048e910e8623a.json,,65.c,loop_invariants,,True,TRUE
64.c,loop_invariants/code2inv/64.c,,2025-12-16T04:10:44.950664,,,error,,,,,,Embedding provider error: Connection error.,64.c,loop_invariants,other,True,TRUE
3.c,loop_invariants/code2inv/3.c,,2025-12-16T04:11:01.299045,,,error,,,,,,LLM provider error: Connection error.,3.c,loop_invariants,other,,
93.c,loop_invariants/code2inv/93.c,,2025-12-16T04:11:17.509522,,,error,,,,,,LLM provider error: Connection error.,93.c,loop_invariants,other,,
67.c,loop_invariants/code2inv/67.c,,2025-12-16T04:11:33.985897,,,error,,,,,,LLM provider error: Connection error.,67.c,loop_invariants,other,,
110.c,loop_invariants/code2inv/110.c,,2025-12-16T04:11:50.145390,,,error,,,,,,LLM provider error: Connection error.,110.c,loop_invariants,,True,TRUE
33.c,loop_invariants/code2inv/33.c,,2025-12-16T04:12:06.495045,,,error,,,,,,LLM provider error: Connection error.,33.c,loop_invariants,,,
12.c,loop_invariants/code2inv/12.c,,2025-12-16T04:12:18.972489,,,error,,,,,,LLM provider error: Connection error.,12.c,loop_invariants,other,,
19.c,loop_invariants/code2inv/19.c,8e22b4e2c89e482c8e781ff75fd3ae10,2025-12-16T04:13:27.497747,68.52,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041327_8e22b4e2c89e482c8e781ff75fd3ae10.json,,19.c,loop_invariants,other,,
19.c,loop_invariants/code2inv/19.c,8e22b4e2c89e482c8e781ff75fd3ae10,2025-12-16T04:13:27.497747,68.52,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041327_8e22b4e2c89e482c8e781ff75fd3ae10.json,,19.c,loop_invariants,other,,
19.c,loop_invariants/code2inv/19.c,8e22b4e2c89e482c8e781ff75fd3ae10,2025-12-16T04:13:27.497747,68.52,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041327_8e22b4e2c89e482c8e781ff75fd3ae10.json,,19.c,loop_invariants,other,,
86.c,loop_invariants/code2inv/86.c,671ac75015f947c991c98cd2dbf6151f,2025-12-16T04:14:52.928520,85.43,5.0,non-terminating,0.0,"2*x - y*(y - 1) == \at(2*x - y*(y - 1), Pre); y >= \at(y, Pre)",-x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041452_671ac75015f947c991c98cd2dbf6151f.json,,86.c,loop_invariants,,,
51.c,loop_invariants/code2inv/51.c,f45d43e242634bdd92a364915bdb9910,2025-12-16T04:16:28.479897,95.55,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041628_f45d43e242634bdd92a364915bdb9910.json,,51.c,loop_invariants,other,,
14.c,loop_invariants/code2inv/14.c,1a4afa9d143a41d099247debfd023a25,2025-12-16T04:18:16.432497,107.95,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041816_1a4afa9d143a41d099247debfd023a25.json,,14.c,loop_invariants,other,,
14.c,loop_invariants/code2inv/14.c,1a4afa9d143a41d099247debfd023a25,2025-12-16T04:18:16.432497,107.95,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_041816_1a4afa9d143a41d099247debfd023a25.json,,14.c,loop_invariants,other,,
37.c,loop_invariants/code2inv/37.c,fc3128cd9d944b0c91bdef108bb89ca6,2025-12-16T04:20:04.939686,108.51,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042004_fc3128cd9d944b0c91bdef108bb89ca6.json,,37.c,loop_invariants,other,,
37.c,loop_invariants/code2inv/37.c,fc3128cd9d944b0c91bdef108bb89ca6,2025-12-16T04:20:04.939686,108.51,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042004_fc3128cd9d944b0c91bdef108bb89ca6.json,,37.c,loop_invariants,other,,
37.c,loop_invariants/code2inv/37.c,fc3128cd9d944b0c91bdef108bb89ca6,2025-12-16T04:20:04.939686,108.51,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042004_fc3128cd9d944b0c91bdef108bb89ca6.json,,37.c,loop_invariants,other,,
113.c,loop_invariants/code2inv/113.c,516b672a206f4fbbb87b7c4b916e8e2a,2025-12-16T04:21:41.737726,96.8,4.0,terminating,0.0,,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042141_516b672a206f4fbbb87b7c4b916e8e2a.json,,113.c,loop_invariants,,True,TRUE
71.c,loop_invariants/code2inv/71.c,cb415da4c4d8452cae3c74047bf7eee1,2025-12-16T04:23:00.608113,78.87,4.0,terminating,0.0,,36 - c,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042300_cb415da4c4d8452cae3c74047bf7eee1.json,,71.c,loop_invariants,other,False,FALSE
6.c,loop_invariants/code2inv/6.c,9648435f95e241238a5d7d257d5b3aaa,2025-12-16T04:24:25.788160,85.18,4.0,terminating,0.0,,size - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042425_9648435f95e241238a5d7d257d5b3aaa.json,,6.c,loop_invariants,other,,
85.c,loop_invariants/code2inv/85.c,b3a2aad95ee946a5bee97a591bb3d765,2025-12-16T04:26:37.166538,131.38,5.0,terminating,0.0,,-x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251216_042637_b3a2aad95ee946a5bee97a591bb3d765.json,,85.c,loop_invariants,,,
