file,result,llm_result,result_2ls,result_irank_complex,result_irank_simple,path
svcomp_cstrcspn_true_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_cstrlen_true_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_cstrncmp_true_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_cstrncpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_cstrpbrk_true_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_cstrspn_true_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_diff_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_easySum-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_ex1-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_ex3a-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_ex3b-alloca.c,YES,Failed,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_fermat-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_flag-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_gcd1_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_genady_true-alloca.c,YES,Failed,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_GulwaniJainKoskinen-2009PLDI-Fig1_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_HarrisLalNoriRajamani-2010SAS-Fig1_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_HarrisLalNoriRajamani-2010SAS-Fig2_false-unreach-label-termination-alloca.c,NO,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_HarrisLalNoriRajamani-2010SAS-Fig3_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_insertionsort_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_AG313-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_Break-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_BubbleSort_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_Continue1-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_LogBuiltIn-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_Nested-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_java_Sequence-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-alloca.c,YES,Failed,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_lis_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_min_rf_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_mult_array_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_NoriSharma-2013FSE-Fig7_true-alloca.c,YES,Failed,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_NoriSharma-2013FSE-Fig8_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cbzero_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cmemchr_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cmemset_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstpcpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstpncpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrcmp_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrcpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrlcpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrlen_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrncmp_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrncpy_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrnlen_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrpbrk_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrspn_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_openbsd_cstrstr_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_PodelskiRybalchenko-2004VMCAI-Ex2_true-alloca.c,NO,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_selectionsort_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_stroeder1_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_stroeder2_alloca.c,YES,Failed,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_strreplace_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_subseq_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_substring_alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Toulouse-BranchesToLoop_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Toulouse-MultiBranchesToLoop_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_twisted-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Urban-2013WST-Fig1_false-unreach-label-termination-alloca.c,NO,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Urban-2013WST-Fig2-modified1000_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Urban-2013WST-Fig2_true-alloca.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Urban_true-alloca.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
svcomp_Velroyen_false-unreach-label-termination-alloca.c,NO,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_memory_alloca
aaron2_true-termination.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
aaron3_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,YES,YES,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-counterex1b_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-Fig2a_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-Fig2b_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-ndecr_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-nestedLoop_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-random1d_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-rsd_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-speedpldi3_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-wcet2_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
AliasDarteFeautrierGonnord-SAS2010-wise_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
Avery-FLOPS2006-Table1_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
aviad_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c,NO,Failed,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
BradleyMannaSipma-CAV2005-Fig1_true-termination.c,YES,YES,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,MAYBE,NO,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,YES,YES,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,YES,Failed,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron6_true-termination.c,YES,NO,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex1.02_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex1.03_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex1.04_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex1.05_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.05_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c,YES,NO,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
CookSeeZuleger-TACAS2013-Fig7b_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
gcd1_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
genady_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
GopanReps-CAV2006-Fig1a_true-termination.c.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HarrisLalNoriRajamani-SAS2010-Fig1_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HarrisLalNoriRajamani-SAS2010-Fig2_false-termination.c,NO,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HarrisLalNoriRajamani-SAS2010-Fig3_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig2_true-termination.c,YES,YES,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,YES,YES,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig7_true-termination.c,YES,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig8_true-termination.c,YES,Failed,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,YES,NO,YES,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
HenzingerJhalaMajumdarSutre-POPL2002-LockingExample_false-termination.c,NO,YES,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
joey_false-termination.c,NO,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1_true-termination.c,YES,NO,Maybe,NO,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex1_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex2_true-termination.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex3_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex4_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex5_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeeJonesBen-Amram-POPL2001-Ex6_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
LeikeHeizmann-WST2014-Ex9_true-termination.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
min_rf_true-termination.c,YES,YES,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
PodelskiRybalchenko-LICS2004-Fig2_true-termination.c,YES,Failed,Maybe,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrcmp_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrcspn_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrlen_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrncmp_true-termination.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrpbrk_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_cstrspn_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
svcomp_strchr_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
TelAviv-Amir-Minimum_true-termination.c,YES,YES,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
Toulouse-BranchesToLoop_true-termination.c,YES,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
Toulouse-MultiBranchesToLoop_true-termination.c,YES,Failed,Maybe,MAYBE,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
UrbanMine-ESOP2014-Fig3_true-termination.c,YES,YES,Maybe,Failed,MAYBE,TPDB_Y2024_filtered_VBS\SV-COMP_Termination_Category
majority-noarray_true-termination.c,YES,YES,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\Di_Stefano_20
Avg_true.c,YES,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
Binomial_true.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
Et1_true.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
Et2_true.c,YES,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
Et3_true.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
Et4_true.c,YES,NO,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
ex2.c,YES,NO,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
ex3.c,YES,Failed,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
LeUserDefRec_true.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
rec_counter1.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
rec_counter3.c,YES,NO,Maybe,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
rec_strlen.c,YES,YES,Failed,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.01.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.04.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.05.c,YES,YES,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.06.c,YES,YES,Failed,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.07.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.08.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.09_assume.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_a.10.c,YES,YES,YES,YES,MAYBE,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_Ackermann01_true-unreach-call_modified_modified.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_Addition01_true-unreach-call_true-termination_modified.c,YES,YES,YES,Failed,Failed,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.01.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.02.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.03-no-inv_assume.c,YES,NO,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.03_assume.c,YES,Failed,Maybe,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.04.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.05.c,YES,Failed,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
svcomp_b.06.c,YES,YES,YES,YES,YES,TPDB_Y2024_filtered_VBS\AProVE_numeric
