file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,CPA-lasso_result,CPA-lasso_time,CPA-general_result,CPA-general_time,AProVE-online24,Ultimate-online,AProVE-online25,MuVal-online,Ultimate0122_result,Ultimate0122_time_taken,ET+CPA,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type
svcomp_cstrcspn_true-termination.c,Terminate,TERMINATE,MAYBE,0.45,FAILED,0.472830057,MAYBE,3.36,MAYBE,3.53,YES,MAYBE,YES,timeout,MAYBE,12.08,Terminate,Nested,2,2,3,False,False,True,True,True,43,C,loop,
Toulouse-BranchesToLoop_true-termination.c,unknown,UNKNOWN,MAYBE,0.29,MAYBE,5.201467037,YES,2.82,MAYBE,288.57,YES,YES,YES,YES,YES,4.1,Terminate,Linear,1,1,2,False,False,True,False,True,25,C,loop,
PastaC1.c,unknown,UNKNOWN,MAYBE,0.29,YES,1.453138113,YES,3.26,YES,3.73,YES,YES,YES,YES,YES,4.97,Terminate,Nested,2,2,2,False,False,True,False,True,19,C,loop,
Lobnya-Boolean-Reordered_true-termination.c,failed,ERROR,MAYBE,0.58,YES,7.937224388,MAYBE,7.25,MAYBE,17.17,YES,YES,YES,YES,YES,12.61,Unknown,Linear,1,1,0,True,True,True,False,False,24,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c,failed,ERROR,MAYBE,0.76,MAYBE,100.0109153,NO,3.62,MAYBE,276.07,YES,MAYBE,YES,YES,MAYBE,10.82,Nonterminate,Linear,1,1,2,False,False,True,False,True,29,C,loop,
svcomp_c.01_assume-alloca.c,failed,ERROR,FAILED,0.25,FAILED,0.344102859,MAYBE,3.05,MAYBE,2.63,YES,YES,YES,YES,YES,5.67,Unknown,Nested,2,2,2,False,False,True,False,True,27,C,loop,
data_structures_set_multi_proc_false-unreach-call_ground.c,failed,ERROR,FAILED,300.68,YES,15.3527627,FAILED,4.62,FAILED,4.61,YES,timeout,YES,timeout,TIMEOUT,300.04,Failed,Nested,6,2,6,False,False,True,True,False,37,C,loop,
svcomp_b.16.c,failed,ERROR,YES,0.29,YES,2.75505805,YES,2.57,YES,3.05,YES,YES,YES,YES,YES,3.86,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
svcomp_c.03-alloca.c,failed,ERROR,FAILED,0.23,FAILED,0.355946779,MAYBE,4.93,MAYBE,4.87,YES,YES,YES,YES,YES,9.03,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,
svcomp_twisted.c,Terminate,TERMINATE,MAYBE,1.25,YES,9.008149385,FAILED,3.12,FAILED,4.46,YES,YES,YES,YES,YES,4.37,Terminate,Multiple,2,1,4,False,False,True,False,False,25,C,loop,
genady_true-termination.c,unknown,UNKNOWN,YES,0.29,YES,0.762753248,YES,4.46,YES,4.9,YES,YES,YES,YES,YES,4.42,Terminate,Linear,1,1,2,False,False,True,False,False,14,C,loop,
NestedRecursion_1b_true-termination.c,failed,ERROR,YES,0.28,FAILED,0.442726374,MAYBE,1.5,FAILED,1.4,MAYBE,YES,timeout,error,YES,8.25,Unknown,,0,0,0,False,False,True,False,False,26,C,recur,non-tail
svcomp_CookSeeZuleger-2013TACAS-Fig7b_true-alloca.c,Terminate,TERMINATE,FAILED,0.24,FAILED,0.345482349,MAYBE,3.62,MAYBE,3.72,YES,timeout,YES,timeout,YES,10.92,Terminate,Linear,1,1,3,False,False,True,False,True,21,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c,failed,ERROR,MAYBE,0.56,YES,1.730714798,YES,3.29,YES,3.5,YES,YES,YES,YES,YES,3.79,Terminate,Linear,1,1,2,False,False,True,False,True,31,C,loop,
svcomp_b.10.c,unknown,UNKNOWN,MAYBE,0.46,YES,3.192674398,YES,3.14,YES,4.04,YES,YES,YES,YES,YES,4.04,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_c.08-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.347391844,MAYBE,3.99,MAYBE,4.18,YES,YES,YES,YES,TIMEOUT,300.05,Unknown,Nested,2,2,2,False,False,True,False,True,26,C,loop,
PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c,unknown,UNKNOWN,YES,0.17,YES,8.927428722,YES,2.99,YES,3.25,YES,YES,YES,YES,YES,4.25,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_Ben-Amram-2010LMCS-Ex2.3_true-alloca.c,failed,ERROR,FAILED,0.25,FAILED,0.463891506,MAYBE,3.76,MAYBE,4.07,YES,YES,YES,YES,YES,6.35,Unknown,Linear,1,1,3,False,False,True,False,True,35,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c,unknown,UNKNOWN,MAYBE,0.33,MAYBE,2.685703993,MAYBE,2.75,MAYBE,2.95,YES,MAYBE,YES,YES,MAYBE,6.89,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_array01_alloca.c,Terminate,TERMINATE,FAILED,0.25,FAILED,0.33958602,MAYBE,3.08,MAYBE,3.4,YES,MAYBE,YES,YES,YES,4.54,Terminate,Nested,2,2,3,False,False,True,True,True,25,C,loop,
svcomp_a.08.c,failed,ERROR,YES,0.24,YES,1.697912931,YES,3.0,YES,3.58,YES,YES,YES,YES,YES,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_lis_alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.343173504,MAYBE,11.7,MAYBE,12.1,MAYBE,MAYBE,MAYBE,timeout,TIMEOUT,300.01,Unknown,Multiple,4,1,3,False,False,True,True,True,36,C,loop,
svcomp_cstrlen_true_alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.344147444,MAYBE,2.97,MAYBE,3.02,YES,MAYBE,YES,timeout,MAYBE,7.55,Unknown,Linear,1,1,1,False,False,True,True,True,28,C,loop,
WhileFalse_true-termination.c,failed,ERROR,MAYBE,0.09,YES,0.38523674,YES,1.68,YES,1.68,YES,YES,YES,YES,YES,3.47,Terminate,Linear,1,1,0,False,False,False,False,False,15,C,loop,
svcomp_java_Continue1.c,unknown,UNKNOWN,YES,0.16,YES,0.887609005,YES,6.06,YES,5.93,YES,YES,YES,YES,YES,3.94,Terminate,Linear,1,1,1,False,False,True,False,False,10,C,loop,
aviad_true-termination.c,failed,ERROR,YES,0.48,YES,2.32350421,YES,4.62,YES,3.01,YES,YES,YES,YES,YES,3.93,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
svcomp_openbsd_cmemchr_alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.348505974,MAYBE,2.97,MAYBE,3.09,YES,YES,YES,YES,MAYBE,9.62,Unknown,Linear,1,1,1,False,False,True,False,True,32,C,loop,
2Nested_true-termination.c,unknown,UNKNOWN,MAYBE,0.56,YES,1.542494774,YES,3.38,YES,4.19,YES,YES,YES,YES,YES,3.92,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
asc_ll_search_last.c,failed,ERROR,MAYBE,1.57,FAILED,0.345612049,MAYBE,4.68,MAYBE,4.92,YES,timeout,YES,timeout,MAYBE,16.56,Unknown,Multiple,2,1,4,False,False,True,False,True,37,C,loop,
AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c,failed,ERROR,YES,0.31,YES,41.80069423,YES,3.54,YES,3.62,YES,YES,YES,YES,YES,3.83,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,
PodelskiRybalchenko-TACAS2011-Fig2_true-termination.c,failed,ERROR,YES,0.2,YES,2.206729889,YES,2.5,YES,2.9,YES,YES,YES,YES,YES,4.63,Terminate,Nested,2,2,2,False,False,True,False,False,25,C,loop,
CookSeeZuleger-TACAS2013-Fig8b_true-termination.c,unknown,UNKNOWN,MAYBE,0.21,YES,4.403447151,MAYBE,2.86,MAYBE,2.96,YES,YES,YES,YES,YES,5.42,Unknown,Linear,1,1,2,False,False,True,False,False,27,C,loop,
cdaudio_simpl1_false-unreach-call_true-termination.cil.c,failed,ERROR,MAYBE,1.31,YES,0.745084524,YES,3.04,YES,3.21,timeout,MAYBE,timeout,YES,YES,5.77,Terminate,Linear,1,1,0,False,True,True,False,True,2948,C,loop,
svcomp_fermat-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.338180065,MAYBE,34.65,MAYBE,226.05,YES,timeout,YES,YES,TIMEOUT,300.02,Unknown,Linear,1,1,0,True,True,True,False,True,31,C,loop,
LeikeHeizmann-TACAS2014-Ex1_true-termination.c,Terminate,TERMINATE,YES,0.12,YES,1.450192213,YES,2.49,YES,2.95,YES,YES,YES,YES,YES,3.74,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
LeikeHeizmann-TACAS2014-Ex9_true-termination.c,failed,ERROR,YES,0.22,YES,2.643092632,YES,3.31,YES,4.01,YES,YES,YES,YES,YES,3.85,Terminate,Linear,1,1,2,True,False,True,False,True,26,C,loop,
svcomp_b.15.c,unknown,UNKNOWN,YES,0.52,YES,2.267091751,YES,3.1,YES,4.0,YES,YES,YES,YES,YES,3.89,Terminate,Nested,2,2,3,False,False,True,False,True,18,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig5_true-termination.c,failed,ERROR,YES,0.18,MAYBE,8.708780527,MAYBE,5.38,MAYBE,7.56,YES,MAYBE,YES,YES,MAYBE,6.17,Unknown,Linear,1,1,1,False,False,True,False,False,19,C,loop,
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c,unknown,UNKNOWN,MAYBE,0.54,YES,17.78124428,YES,5.55,YES,17.4,YES,YES,timeout,YES,YES,4.2,Terminate,Linear,1,1,2,False,False,True,False,True,35,C,loop,
svcomp_b.01.c,unknown,UNKNOWN,YES,0.15,YES,1.50586462,YES,2.94,YES,3.46,YES,YES,YES,YES,YES,3.83,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,
svcomp_b.09_assume.c,unknown,UNKNOWN,YES,0.22,YES,4.537672281,YES,2.39,YES,3.67,YES,YES,YES,YES,YES,4.07,Terminate,Linear,1,1,1,False,False,True,False,False,27,C,loop,
PodelskiRybalchenko-LICS2004-Fig1_true-termination.c,Terminate,TERMINATE,MAYBE,0.17,YES,1.421187878,YES,3.34,YES,3.88,YES,YES,YES,YES,YES,4.5,Terminate,Nested,2,2,2,False,False,True,False,True,25,C,loop,
AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c,Terminate,TERMINATE,YES,0.12,YES,1.835783243,MAYBE,2.94,MAYBE,3.1,YES,YES,YES,YES,YES,4.24,Terminate,Linear,1,1,1,False,False,True,False,True,25,C,loop,
LeikeHeizmann-WST2014-Ex9_true-termination.c,Terminate,TERMINATE,YES,0.14,YES,1.314096928,MAYBE,6.78,MAYBE,7.2,YES,YES,YES,YES,YES,3.78,Terminate,Linear,1,1,1,False,False,True,False,False,17,C,loop,
LeikeHeizmann-TACAS2014-Ex8_true-termination.c,Terminate,TERMINATE,MAYBE,0.46,YES,2.61330843,MAYBE,2.54,MAYBE,3.03,YES,YES,YES,YES,YES,4.4,Terminate,Linear,1,1,1,False,False,True,False,False,27,C,loop,
s3_clnt_1_false-unreach-call.cil.c,failed,ERROR,FAILED,300.14,FAILED,300.0,TIMEOUT,300.16,TIMEOUT,300.07,timeout,MAYBE,timeout,timeout,YES,9.82,Failed,Linear,1,1,0,False,True,True,False,True,770,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,failed,ERROR,MAYBE,0.49,FAILED,300.0,MAYBE,288.24,YES,6.73,YES,YES,timeout,timeout,YES,4.42,Unknown,Linear,1,1,4,False,False,True,False,True,36,C,loop,
BradleyMannaSipma-CAV2005-Fig1_true-termination.c,failed,ERROR,YES,0.22,MAYBE,9.309854269,MAYBE,2.27,MAYBE,2.43,YES,YES,YES,YES,YES,5.53,Unknown,Linear,1,1,2,False,False,True,False,True,33,C,loop,
GCD3.c,failed,ERROR,YES,0.49,YES,3.040864706,MAYBE,3.37,MAYBE,3.13,YES,YES,YES,YES,YES,5.32,Unknown,Multiple,3,1,3,False,False,True,False,True,41,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,failed,ERROR,MAYBE,0.45,YES,237.4918015,YES,3.58,YES,4.24,YES,YES,YES,YES,YES,4.1,Terminate,Linear,1,1,4,False,False,True,False,True,30,C,loop,
svcomp_b.06-alloca.c,unknown,UNKNOWN,FAILED,0.24,FAILED,0.345372915,MAYBE,3.38,MAYBE,3.89,YES,YES,YES,YES,YES,4.0,Unknown,Linear,1,1,1,False,False,True,False,True,23,C,loop,
AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c,failed,ERROR,MAYBE,0.57,YES,12.76794291,YES,5.92,YES,7.64,YES,YES,YES,timeout,YES,6.38,Terminate,Nested,2,2,4,False,False,True,False,True,23,C,loop,
svcomp_b.02.c,unknown,UNKNOWN,YES,0.27,YES,1.183323383,YES,3.08,YES,3.49,YES,YES,YES,YES,YES,3.86,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_b.13-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.472171783,MAYBE,4.7,MAYBE,4.95,YES,YES,YES,YES,YES,64.04,Unknown,Linear,1,1,2,False,False,True,False,True,32,C,loop,
Gothenburg_true-termination.c,failed,ERROR,MAYBE,0.83,YES,2.71927762,YES,2.75,YES,3.41,YES,YES,YES,YES,YES,4.92,Terminate,Linear,1,1,2,False,False,True,False,False,26,C,loop,
GulavaniGulwani-CAV2008-Fig1c_true-termination.c,unknown,UNKNOWN,YES,0.15,YES,1.211231709,YES,2.86,YES,3.53,YES,YES,YES,YES,YES,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_cstrspn_true-termination.c,unknown,UNKNOWN,MAYBE,0.61,FAILED,0.476391554,MAYBE,3.96,MAYBE,4.16,YES,MAYBE,YES,timeout,MAYBE,11.05,Unknown,Nested,2,2,3,False,False,True,True,True,44,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c,Terminate,TERMINATE,MAYBE,0.63,YES,1.166841745,MAYBE,2.82,MAYBE,3.97,YES,YES,YES,YES,YES,3.8,Terminate,Linear,1,1,1,False,False,True,False,True,28,C,loop,
desc_ll_search_existing.c,Terminate,TERMINATE,MAYBE,0.94,FAILED,0.477369785,MAYBE,5.6,MAYBE,5.18,YES,timeout,YES,timeout,MAYBE,20.46,Terminate,Multiple,2,1,5,False,False,True,False,True,39,C,loop,
nondet_ll_insert.c,unknown,UNKNOWN,MAYBE,0.94,FAILED,0.34095645,MAYBE,4.29,MAYBE,4.58,YES,timeout,YES,error,MAYBE,202.28,Unknown,Multiple,2,1,6,False,False,True,False,True,53,C,loop,
PastaC7.c,failed,ERROR,MAYBE,1.48,YES,1.987335443,YES,2.26,YES,2.88,YES,YES,YES,YES,YES,3.97,Terminate,Linear,1,1,3,False,False,True,False,True,21,C,loop,
svcomp_java_Sequence.c,unknown,UNKNOWN,YES,0.33,YES,1.15984273,FAILED,277.13,FAILED,275.52,YES,YES,YES,YES,YES,3.8,Unknown,Multiple,2,1,2,False,False,True,False,False,7,C,loop,
ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c,failed,ERROR,YES,0.96,YES,1.646982908,YES,3.64,YES,4.43,YES,YES,YES,YES,YES,4.1,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
Avery-FLOPS2006-Table1_true-termination.c,Terminate,TERMINATE,YES,0.43,YES,2.445770264,YES,5.83,TIMEOUT,300.04,YES,YES,YES,YES,YES,4.03,Terminate,Multiple,2,1,2,False,False,True,False,False,35,C,loop,
svcomp_java_LogBuiltIn-alloca.c,Terminate,TERMINATE,FAILED,0.24,FAILED,0.466133595,MAYBE,5.05,MAYBE,5.11,YES,YES,YES,YES,YES,3.99,Terminate,Linear,1,1,1,False,False,True,False,True,20,C,loop,
McCarthyIterative.c,unknown,UNKNOWN,YES,0.14,YES,2.096891165,YES,8.78,MAYBE,274.34,YES,timeout,YES,timeout,YES,5.95,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,
svcomp_genady_true-alloca.c,failed,ERROR,FAILED,0.25,FAILED,0.347351313,MAYBE,3.16,MAYBE,3.27,YES,YES,YES,YES,YES,3.86,Unknown,Linear,1,1,2,False,False,True,False,True,10,C,loop,
svcomp_b.02-alloca.c,Terminate,TERMINATE,FAILED,0.23,FAILED,0.336876392,MAYBE,3.85,MAYBE,4.06,YES,YES,YES,YES,YES,4.16,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_java_BubbleSort_alloca.c,failed,ERROR,FAILED,0.23,FAILED,0.347503424,MAYBE,3.39,MAYBE,3.43,MAYBE,MAYBE,timeout,YES,YES,6.33,Unknown,Multiple,2,1,3,False,False,True,True,True,25,C,loop,
Thun_true-termination.c,failed,ERROR,MAYBE,0.54,YES,1.216762066,YES,3.17,YES,3.61,YES,YES,YES,YES,YES,3.81,Terminate,Linear,1,1,1,False,False,True,False,True,33,C,loop,
DivMinus2.c,failed,ERROR,MAYBE,1.46,YES,19.73166084,YES,3.79,YES,4.53,YES,YES,YES,YES,YES,5.34,Terminate,Nested,2,2,3,False,False,True,False,True,29,C,loop,
svcomp_openbsd_cstrlcpy_alloca.c,failed,"ERROR,TERMINATE",FAILED,0.23,FAILED,0.344657183,MAYBE,4.04,MAYBE,4.09,YES,MAYBE,YES,timeout,MAYBE,11.16,Unknown,Multiple,2,1,2,True,False,True,True,True,51,C,loop,
recHanoi01_true-unreach-call_true-termination.c,,,YES,0.38,FAILED,0.319832563,MAYBE,1.82,MAYBE,2.01,YES,timeout,YES,error,TIMEOUT,300.02,Unknown,,0,0,0,False,False,True,False,True,56,C,recur,non-tail
TelAviv-Amir-Minimum_true-termination.c,unknown,UNKNOWN,MAYBE,1.58,FAILED,22.41409254,YES,2.89,YES,3.72,timeout,YES,timeout,YES,YES,6.93,Terminate,Linear,1,1,2,False,False,True,False,True,38,C,loop,
svcomp_b.11-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.470309734,MAYBE,3.33,MAYBE,3.35,timeout,YES,timeout,YES,YES,5.82,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,
SyntaxSupportPointer01_true-termination.c,unknown,UNKNOWN,YES,0.6,FAILED,0.345550537,MAYBE,2.79,MAYBE,2.96,YES,YES,YES,YES,YES,3.85,Unknown,Linear,1,1,1,False,False,True,False,True,16,C,loop,
LeeJonesBen-Amram-POPL2001-Ex1_true-termination.c,,,YES,0.38,FAILED,0.44423008,MAYBE,2.09,FAILED,2.2,YES,YES,YES,YES,YES,4.04,Unknown,,0,0,0,False,False,True,False,False,31,C,recur,tail
PastaC9.c,Terminate,TERMINATE,YES,0.39,YES,5.351739407,YES,2.92,YES,3.62,YES,YES,YES,YES,YES,4.47,Terminate,Linear,1,1,2,False,False,True,False,True,24,C,loop,
svcomp_aviad_true-alloca.c,unknown,UNKNOWN,FAILED,0.23,FAILED,0.473970652,MAYBE,4.66,MAYBE,5.15,YES,timeout,YES,YES,YES,4.41,Unknown,Linear,1,1,1,False,False,True,False,True,25,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c,unknown,UNKNOWN,MAYBE,2.09,YES,1.733024597,YES,2.77,YES,3.26,YES,YES,YES,YES,YES,3.83,Terminate,Linear,1,1,1,False,False,True,False,True,31,C,loop,
svcomp_c.08.c,unknown,UNKNOWN,YES,0.37,YES,1.888632059,YES,3.51,YES,3.84,YES,YES,YES,YES,YES,4.2,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
RecursiveMultiplication_true-termination.c,,,YES,0.21,FAILED,0.329777718,MAYBE,2.17,FAILED,2.19,YES,YES,YES,error,YES,4.71,Unknown,,0,0,0,False,False,True,False,True,27,C,recur,non-tail
PastaC3.c,Terminate,TERMINATE,YES,0.24,YES,2.222445488,YES,3.74,YES,4.29,YES,YES,YES,YES,YES,4.34,Terminate,Linear,1,1,2,False,False,True,False,False,22,C,loop,
svcomp_c.07-alloca.c,Terminate,TERMINATE,FAILED,0.24,FAILED,0.465566158,MAYBE,8.1,MAYBE,8.38,YES,YES,YES,timeout,YES,4.6,Terminate,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_b.10-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.343595505,MAYBE,3.28,MAYBE,3.99,YES,YES,YES,YES,YES,4.55,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,
4NestedWith3Variables_true-termination.c,failed,ERROR,MAYBE,19.2,YES,5.514134645,MAYBE,2.88,TIMEOUT,300.13,YES,YES,YES,timeout,YES,5.21,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_flag.c,unknown,UNKNOWN,YES,0.33,YES,5.301789999,MAYBE,9.23,YES,4.67,YES,YES,YES,YES,YES,5.82,Unknown,Linear,1,1,1,False,False,True,False,False,16,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,failed,ERROR,YES,3.52,YES,1.966259956,MAYBE,2.88,MAYBE,3.13,YES,YES,YES,YES,YES,3.82,Unknown,Linear,1,1,1,True,False,True,False,False,32,C,loop,
AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c,failed,ERROR,YES,0.22,YES,1.846493959,YES,3.54,YES,4.02,YES,YES,YES,YES,YES,4.41,Terminate,Nested,2,2,2,False,False,True,False,False,22,C,loop,
svcomp_Urban_true-alloca.c,failed,ERROR,FAILED,0.2,FAILED,0.347885132,MAYBE,3.12,MAYBE,3.34,YES,YES,YES,YES,YES,7.74,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c,Terminate,TERMINATE,YES,0.17,YES,1.213907957,MAYBE,3.48,MAYBE,5.57,YES,YES,YES,YES,YES,3.81,Terminate,Linear,1,1,2,False,False,True,False,False,29,C,loop,
svcomp_a.05.c,Terminate,TERMINATE,MAYBE,6.86,YES,1.109806538,YES,2.95,YES,3.52,YES,YES,YES,YES,YES,3.81,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,
Arrays03-ValueRestictsIndex_true-termination.c,unknown,UNKNOWN,YES,0.14,NO,2.939348221,MAYBE,2.22,MAYBE,2.31,YES,MAYBE,YES,YES,MAYBE,7.57,Unknown,Linear,1,1,1,False,False,True,True,True,23,C,loop,
svcomp_ex3a-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.465542555,MAYBE,3.03,MAYBE,2.41,YES,MAYBE,YES,YES,MAYBE,8.85,Unknown,Linear,1,1,1,False,False,True,False,True,20,C,loop,
nondet_ll_search_last_n.c,failed,ERROR,MAYBE,1.39,FAILED,0.474986076,MAYBE,3.43,MAYBE,3.85,YES,timeout,YES,timeout,MAYBE,16.5,Unknown,Multiple,2,1,5,False,False,True,False,True,40,C,loop,
svcomp_cstrpbrk_true_alloca.c,failed,"ERROR,UNKNOWN",FAILED,0.25,FAILED,0.345362425,MAYBE,3.91,MAYBE,4.16,YES,MAYBE,YES,timeout,MAYBE,11.08,Unknown,Nested,2,2,3,False,False,True,True,True,43,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,failed,ERROR,MAYBE,1.49,YES,2.267417192,MAYBE,4.23,MAYBE,5.09,YES,YES,YES,YES,YES,3.92,Unknown,Linear,1,1,1,False,False,True,False,False,30,C,loop,
Log.c,unknown,UNKNOWN,YES,0.54,YES,2.274074793,YES,3.62,YES,4.27,YES,YES,YES,YES,YES,4.34,Terminate,Nested,2,2,2,False,False,True,False,False,28,C,loop,
PastaA10.c,Terminate,TERMINATE,YES,0.23,YES,6.618270397,YES,2.81,YES,3.59,YES,YES,YES,YES,YES,4.76,Terminate,Linear,1,1,2,False,False,True,False,False,20,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,unknown,UNKNOWN,MAYBE,0.62,YES,1.618233204,MAYBE,4.28,MAYBE,5.52,YES,YES,YES,YES,YES,3.81,Unknown,Linear,1,1,1,False,False,True,False,False,28,C,loop,
svcomp_b.17-alloca.c,failed,ERROR,FAILED,0.24,FAILED,0.341404438,MAYBE,5.53,MAYBE,7.2,YES,timeout,YES,YES,YES,30.24,Unknown,Nested,2,2,3,False,False,True,False,True,28,C,loop,
McCarthy91_Iteration_true-termination.c,unknown,UNKNOWN,YES,0.16,YES,1.933270931,YES,8.92,YES,4.21,YES,YES,YES,YES,YES,7.47,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,unknown,UNKNOWN,MAYBE,0.51,YES,2.271259546,MAYBE,4.26,MAYBE,16.72,YES,YES,YES,YES,YES,3.84,Unknown,Linear,1,1,3,False,False,True,False,True,29,C,loop,
LogAG.c,Terminate,TERMINATE,MAYBE,1.78,YES,2.088848352,YES,3.42,YES,4.2,YES,YES,YES,YES,YES,4.65,Terminate,Nested,2,2,2,False,False,True,False,False,29,C,loop,
svcomp_EvenOdd01_true-unreach-call_true-termination_modified.c,,,FAILED,300.03,FAILED,0.440772057,MAYBE,1.82,FAILED,1.96,YES,YES,YES,error,YES,4.92,Unknown,,0,0,0,False,False,True,False,False,48,C,recur,non-tail
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,unknown,UNKNOWN,YES,0.26,YES,15.82887411,YES,3.42,YES,3.7,YES,YES,YES,YES,YES,4.59,Terminate,Linear,1,1,3,False,False,True,False,True,27,C,loop,
IntPath.c,failed,ERROR,MAYBE,0.12,MAYBE,2.176334381,YES,2.31,YES,2.39,YES,YES,YES,YES,YES,3.57,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,unknown,UNKNOWN,YES,0.14,YES,8.679799557,YES,3.55,YES,4.48,YES,YES,YES,YES,YES,4.43,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
PastaA1.c,unknown,UNKNOWN,YES,0.26,YES,1.281229734,YES,3.11,YES,3.6,YES,YES,YES,YES,YES,4.48,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
GulavaniGulwani-CAV2008-Fig1b_true-termination.c,failed,ERROR,YES,0.32,YES,2.751409292,YES,3.41,MAYBE,267.34,YES,YES,YES,YES,YES,4.05,Terminate,Multiple,2,1,3,False,False,True,False,False,28,C,loop,
standard_compare_true-unreach-call_ground.c,unknown,UNKNOWN,FAILED,0.21,YES,2.983177423,TIMEOUT,300.15,TIMEOUT,300.15,YES,timeout,YES,YES,TIMEOUT,300.08,Unknown,Multiple,2,1,2,False,False,True,True,False,21,C,loop,
svcomp_substring_alloca.c,failed,ERROR,FAILED,0.25,FAILED,0.353551149,MAYBE,3.93,MAYBE,3.98,YES,MAYBE,YES,timeout,MAYBE,12.28,Unknown,Nested,2,2,3,False,False,True,True,True,35,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,Terminate,TERMINATE,MAYBE,0.5,YES,1.236247063,MAYBE,4.68,MAYBE,4.41,YES,YES,YES,YES,YES,3.81,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,
nondet_ll_search_last_zero.c,unknown,UNKNOWN,MAYBE,1.28,FAILED,0.337691545,MAYBE,2.96,MAYBE,3.09,YES,timeout,YES,timeout,MAYBE,16.51,Unknown,Multiple,2,1,5,False,False,True,False,True,40,C,loop,
